t 	 x 	 z
9.67	-123.384	-162.541
9.68	-125.009	-62.5998
9.69	-125.635	38.6576
9.7	-125.249	140.422
9.71	-123.844	241.873
9.72	-121.426	342.187
9.73	-118.004	440.542
9.74	-113.598	536.125
9.75	-108.237	628.14
9.76	-101.956	715.812
9.77	-94.7976	798.396
9.78	-86.8136	875.182
9.79	-78.0618	945.501
9.8	-68.6068	1008.73
9.81	-58.5195	1064.3
9.82	-47.8764	1111.7
9.83	-36.7594	1150.48
9.84	-25.2546	1180.26
9.85	-13.452	1200.71
9.86	-1.44485	1211.61
9.87	10.6713	1212.78
9.88	22.7991	1204.14
9.89	34.8404	1185.67
9.9	46.6971	1157.45
9.91	58.2716	1119.62
9.92	69.4679	1072.42
9.93	80.1921	1016.16
9.94	90.3537	951.2
9.95	99.8657	878.013
9.96	108.646	797.122
9.97	116.617	709.119
9.98	123.708	614.659
9.99	129.855	514.456
10	134.999	409.273
10.01	139.092	299.924
10.02	142.091	187.259
10.03	143.964	72.1652
10.04	144.686	-44.4456
10.05	144.241	-161.641
10.06	142.625	-278.476
10.07	139.84	-394.002
10.08	135.9	-507.273
10.09	130.827	-617.352
10.1	124.654	-723.322
10.11	117.42	-824.291
10.12	109.178	-919.402
10.13	99.9836	-1007.84
10.14	89.9052	-1088.82
10.15	79.017	-1161.65
10.16	67.4005	-1225.65
10.17	55.144	-1280.24
10.18	42.3416	-1324.91
10.19	29.0925	-1359.21
10.2	15.5004	-1382.77
10.21	1.6727	-1395.33
10.22	-12.2806	-1396.68
10.23	-26.2474	-1386.73
10.24	-40.1147	-1365.47
10.25	-53.7695	-1332.98
10.26	-67.0993	-1289.43
10.27	-79.9936	-1235.08
10.28	-92.3444	-1170.28
10.29	-104.047	-1095.48
10.3	-115.002	-1011.21
10.31	-125.114	-918.054
10.32	-134.295	-816.712
10.33	-142.462	-707.933
10.34	-149.541	-592.539
10.35	-155.466	-471.411
10.36	-160.181	-345.483
10.37	-163.635	-215.737
10.38	-165.793	-83.192
10.39	-166.625	51.1001
10.4	-166.114	186.066
10.41	-164.253	320.618
10.42	-161.047	453.663
10.43	-156.51	584.111
10.44	-150.669	710.884
10.45	-143.56	832.926
10.46	-135.231	949.21
10.47	-125.739	1058.75
10.48	-115.151	1160.6
10.49	-103.545	1253.87
10.5	-91.0068	1337.74
10.51	-77.6294	1411.46
10.52	-63.5148	1474.34
10.53	-48.7715	1525.78
10.54	-33.5136	1565.29
10.55	-17.8608	1592.43
10.56	-1.93643	1606.9
10.57	14.1326	1608.47
10.58	30.2173	1597.02
10.59	46.1875	1572.55
10.6	61.913	1535.13
10.61	77.2643	1484.98
10.62	92.1141	1422.4
10.63	106.338	1347.79
10.64	119.816	1261.65
10.65	132.433	1164.6
10.66	144.079	1057.33
10.67	154.652	940.629
10.68	164.058	815.361
10.69	172.212	682.474
10.7	179.037	542.982
10.71	184.466	397.963
10.72	188.446	248.545
10.73	190.931	95.9037
10.74	191.891	-58.7508
10.75	191.303	-214.182
10.76	189.161	-369.138
10.77	185.47	-522.358
10.78	180.246	-672.589
10.79	173.52	-818.588
10.8	165.334	-959.14
10.81	155.743	-1093.06
10.82	144.812	-1219.21
10.83	132.62	-1336.51
10.84	119.255	-1443.93
10.85	104.816	-1540.53
10.86	89.4106	-1625.43
10.87	73.1563	-1697.85
10.88	56.1778	-1757.11
10.89	38.6067	-1802.61
10.9	20.5805	-1833.89
10.91	2.24168	-1850.56
10.92	-16.2639	-1852.37
10.93	-34.7876	-1839.2
10.94	-53.1796	-1811.02
10.95	-71.2898	-1767.94
10.96	-88.9692	-1710.2
10.97	-106.071	-1638.13
10.98	-122.453	-1552.22
10.99	-137.975	-1453.03
11	-152.505	-1341.27
11.01	-165.918	-1217.74
11.02	-178.095	-1083.35
11.03	-188.929	-939.091
11.04	-198.32	-786.059
11.05	-206.18	-625.42
11.06	-212.434	-458.414
11.07	-217.018	-286.342
11.08	-219.882	-110.558
11.09	-220.987	67.5468
11.1	-220.312	246.547
11.11	-217.846	424.999
11.12	-213.597	601.455
11.13	-207.582	774.468
11.14	-199.837	942.61
11.15	-190.411	1104.48
11.16	-179.366	1258.71
11.17	-166.779	1404
11.18	-152.739	1539.09
11.19	-137.348	1662.81
11.2	-120.72	1774.06
11.21	-102.98	1871.84
11.22	-84.2613	1955.26
11.23	-64.7088	2023.51
11.24	-44.4737	2075.92
11.25	-23.7144	2111.95
11.26	-2.59498	2131.16
11.27	18.7166	2133.26
11.28	40.0491	2118.1
11.29	61.2301	2085.66
11.3	82.0867	2036.06
11.31	102.447	1969.57
11.32	122.143	1886.59
11.33	141.009	1787.65
11.34	158.885	1673.43
11.35	175.62	1544.74
11.36	191.067	1402.49
11.37	205.092	1247.72
11.38	217.569	1081.6
11.39	228.385	905.366
11.4	237.439	720.374
11.41	244.643	528.048
11.42	249.923	329.888
11.43	253.222	127.45
11.44	254.496	-77.6594
11.45	253.72	-283.801
11.46	250.882	-489.315
11.47	245.989	-692.529
11.48	239.063	-891.78
11.49	230.146	-1085.42
11.5	219.291	-1271.84
11.51	206.573	-1449.46
11.52	192.078	-1616.79
11.53	175.91	-1772.37
11.54	158.187	-1914.86
11.55	139.038	-2042.99
11.56	118.608	-2155.61
11.57	97.0521	-2251.68
11.58	74.5352	-2330.3
11.59	51.2323	-2390.67
11.6	27.3256	-2432.17
11.61	3.00388	-2454.3
11.62	-21.5391	-2456.74
11.63	-46.1065	-2439.29
11.64	-70.4994	-2401.94
11.65	-94.5188	-2344.84
11.66	-117.967	-2268.28
11.67	-140.65	-2172.72
11.68	-162.377	-2058.8
11.69	-182.965	-1927.27
11.7	-202.238	-1779.07
11.71	-220.029	-1615.26
11.72	-236.181	-1437.03
11.73	-250.552	-1245.73
11.74	-263.009	-1042.78
11.75	-273.437	-829.744
11.76	-281.734	-608.26
11.77	-287.817	-380.056
11.78	-291.617	-146.924
11.79	-293.086	89.2858
11.8	-292.194	326.686
11.81	-288.927	563.363
11.82	-283.293	797.393
11.83	-275.319	1026.86
11.84	-265.051	1249.87
11.85	-252.552	1464.56
11.86	-237.906	1669.13
11.87	-221.215	1861.83
11.88	-202.597	2041.02
11.89	-182.187	2205.12
11.9	-160.135	2352.69
11.91	-136.608	2482.4
11.92	-111.784	2593.05
11.93	-85.8539	2683.6
11.94	-59.018	2753.14
11.95	-31.4866	2800.94
11.96	-3.47712	2826.45
11.97	24.7874	2829.26
11.98	53.08	2809.19
11.99	81.1719	2766.19
12	108.834	2700.44
12.01	135.838	2612.29
12.02	161.961	2502.26
12.03	186.984	2371.07
12.04	210.694	2219.61
12.05	232.891	2048.95
12.06	253.38	1860.31
12.07	271.983	1655.07
12.08	288.534	1434.77
12.09	302.881	1201.05
12.1	314.892	955.719
12.11	324.449	700.656
12.12	331.456	437.853
12.13	335.834	169.373
12.14	337.528	-102.652
12.15	336.502	-376.05
12.16	332.741	-648.616
12.17	326.255	-918.137
12.18	317.073	-1182.4
12.19	305.249	-1439.23
12.2	290.857	-1686.48
12.21	273.992	-1922.08
12.22	254.771	-2144.01
12.23	233.331	-2350.38
12.24	209.828	-2539.38
12.25	184.434	-2709.34
12.26	157.34	-2858.73
12.27	128.753	-2986.17
12.28	98.8915	-3090.46
12.29	67.9868	-3170.57
12.3	36.2812	-3225.63
12.31	4.02482	-3255.02
12.32	-28.5254	-3258.28
12.33	-61.1082	-3235.18
12.34	-93.46	-3185.68
12.35	-125.317	-3109.98
12.36	-156.417	-3008.47
12.37	-186.501	-2881.77
12.38	-215.319	-2730.71
12.39	-242.626	-2556.3
12.4	-268.189	-2359.77
12.41	-291.787	-2142.54
12.42	-313.212	-1906.19
12.43	-332.274	-1652.49
12.44	-348.799	-1383.35
12.45	-362.632	-1100.82
12.46	-373.641	-807.088
12.47	-381.711	-504.439
12.48	-386.756	-195.252
12.49	-388.708	118.02
12.5	-387.528	432.874
12.51	-383.199	746.772
12.52	-375.732	1057.16
12.53	-365.16	1361.51
12.54	-351.545	1657.29
12.55	-334.972	1942.04
12.56	-315.552	2213.36
12.57	-293.418	2468.96
12.58	-268.729	2706.63
12.59	-241.662	2924.3
12.6	-212.419	3120.05
12.61	-181.219	3292.11
12.62	-148.298	3438.89
12.63	-113.909	3559.01
12.64	-78.3187	3651.28
12.65	-41.8058	3714.72
12.66	-4.65866	3748.58
12.67	32.8272	3752.36
12.68	70.3507	3725.77
12.69	107.608	3668.78
12.7	144.296	3581.62
12.71	180.112	3464.74
12.72	214.76	3318.85
12.73	247.948	3144.89
12.74	279.397	2944.05
12.75	308.838	2717.74
12.76	336.015	2467.58
12.77	360.691	2195.41
12.78	382.645	1903.25
12.79	401.678	1593.31
12.8	417.611	1267.95
12.81	430.29	929.686
12.82	439.587	581.151
12.83	445.399	225.085
12.84	447.649	-135.687
12.85	446.293	-498.283
12.86	441.31	-859.78
12.87	432.712	-1217.24
12.88	420.539	-1567.74
12.89	404.862	-1908.37
12.9	385.778	-2236.31
12.91	363.415	-2548.79
12.92	337.927	-2843.16
12.93	309.496	-3116.88
12.94	278.327	-3367.57
12.95	244.651	-3593.02
12.96	208.721	-3791.18
12.97	170.809	-3960.25
12.98	131.207	-4098.6
12.99	90.2206	-4204.88
13	48.1718	-4277.96
13.01	5.39218	-4316.98
13.02	-37.7776	-4321.35
13.03	-80.9911	-4290.75
13.04	-123.899	-4225.14
13.05	-166.15	-4124.79
13.06	-207.398	-3990.21
13.07	-247.3	-3822.21
13.08	-285.522	-3621.9
13.09	-321.741	-3390.63
13.1	-355.647	-3130.02
13.11	-386.947	-2841.94
13.12	-415.367	-2528.52
13.13	-440.652	-2192.07
13.14	-462.573	-1835.14
13.15	-480.924	-1460.46
13.16	-495.529	-1070.91
13.17	-506.238	-669.529
13.18	-512.933	-259.476
13.19	-515.528	155.999
13.2	-513.968	573.577
13.21	-508.232	989.891
13.22	-498.333	1401.56
13.23	-484.318	1805.21
13.24	-466.265	2197.51
13.25	-444.29	2575.18
13.26	-418.539	2935.06
13.27	-389.188	3274.07
13.28	-356.447	3589.31
13.29	-320.554	3878.04
13.3	-281.774	4137.69
13.31	-240.397	4365.92
13.32	-196.738	4560.64
13.33	-151.131	4720
13.34	-103.931	4842.42
13.35	-55.5071	4926.6
13.36	-6.24104	4971.56
13.37	43.4746	4976.62
13.38	93.2408	4941.4
13.39	142.655	4865.88
13.4	191.314	4750.33
13.41	238.817	4595.36
13.42	284.771	4401.92
13.43	328.79	4171.26
13.44	370.502	3904.94
13.45	409.552	3604.83
13.46	445.6	3273.1
13.47	478.331	2912.16
13.48	507.453	2524.71
13.49	532.7	2113.67
13.5	553.836	1682.19
13.51	570.658	1233.58
13.52	582.994	771.347
13.53	590.708	299.122
13.54	593.699	-179.352
13.55	591.905	-660.248
13.56	585.303	-1139.69
13.57	573.906	-1613.79
13.58	557.768	-2078.65
13.59	536.982	-2530.44
13.6	511.677	-2965.4
13.61	482.023	-3379.86
13.62	448.225	-3770.29
13.63	410.522	-4133.36
13.64	369.188	-4465.88
13.65	324.529	-4764.92
13.66	276.88	-5027.79
13.67	226.602	-5252.06
13.68	174.082	-5435.61
13.69	119.725	-5576.62
13.7	63.9593	-5673.59
13.71	7.22336	-5725.4
13.72	-50.0307	-5731.25
13.73	-107.343	-5690.73
13.74	-164.25	-5603.78
13.75	-220.288	-5470.74
13.76	-274.996	-5292.3
13.77	-327.919	-5069.56
13.78	-378.614	-4803.94
13.79	-426.654	-4497.27
13.8	-471.626	-4151.68
13.81	-513.143	-3769.66
13.82	-550.84	-3354.01
13.83	-584.38	-2907.83
13.84	-613.458	-2434.48
13.85	-637.803	-1937.58
13.86	-657.179	-1420.96
13.87	-671.388	-888.649
13.88	-680.275	-344.824
13.89	-683.723	206.199
13.9	-681.661	760.014
13.91	-674.061	1312.16
13.92	-660.939	1858.15
13.93	-642.358	2393.51
13.94	-618.423	2913.82
13.95	-589.285	3414.74
13.96	-555.137	3892.06
13.97	-516.217	4341.72
13.98	-472.799	4759.86
13.99	-425.201	5142.83
14	-373.772	5487.24
14.01	-318.9	5790
14.02	-261	6048.3
14.03	-200.517	6259.71
14.04	-137.92	6422.13
14.05	-73.6986	6533.85
14.06	-8.36008	6593.54
14.07	57.5754	6600.32
14.08	123.579	6553.68
14.09	189.115	6453.58
14.1	253.651	6300.4
14.11	316.655	6094.94
14.12	377.605	5838.45
14.13	435.989	5532.59
14.14	491.315	5179.44
14.15	543.109	4781.47
14.16	590.924	4341.56
14.17	634.34	3862.91
14.18	672.969	3349.09
14.19	706.46	2803.99
14.2	734.499	2231.75
14.21	756.817	1636.81
14.22	773.185	1023.79
14.23	783.423	397.509
14.24	787.398	-237.064
14.25	785.027	-874.856
14.26	776.279	-1510.73
14.27	761.172	-2139.51
14.28	739.776	-2756.06
14.29	712.216	-3355.28
14.3	678.663	-3932.18
14.31	639.341	-4481.89
14.32	594.522	-4999.76
14.33	544.525	-5481.32
14.34	489.711	-5922.39
14.35	430.488	-6319.05
14.36	367.297	-6667.75
14.37	300.619	-6965.26
14.38	230.967	-7208.76
14.39	158.879	-7395.85
14.4	84.9208	-7524.54
14.41	9.67544	-7593.32
14.42	-66.2578	-7601.16
14.43	-142.269	-7547.49
14.44	-217.744	-7432.25
14.45	-292.067	-7255.88
14.46	-364.626	-7019.31
14.47	-434.819	-6723.96
14.48	-502.058	-6371.76
14.49	-565.776	-5965.09
14.5	-625.427	-5506.81
14.51	-680.495	-5000.22
14.52	-730.497	-4449.01
14.53	-774.987	-3857.31
14.54	-813.56	-3229.57
14.55	-845.856	-2570.59
14.56	-871.562	-1885.44
14.57	-890.416	-1179.48
14.58	-902.211	-458.242
14.59	-906.794	272.549
14.6	-904.068	1007.05
14.61	-893.998	1739.35
14.62	-876.604	2463.48
14.63	-851.969	3173.53
14.64	-820.234	3863.63
14.65	-781.598	4528.02
14.66	-736.317	5161.11
14.67	-684.706	5757.53
14.68	-627.131	6312.14
14.69	-564.01	6820.12
14.7	-495.808	7276.97
14.71	-423.039	7678.57
14.72	-346.253	8021.23
14.73	-266.041	8301.7
14.74	-183.024	8517.19
14.75	-97.8519	8665.44
14.76	-11.1975	8744.7
14.77	76.2495	8753.77
14.78	163.787	8692.01
14.79	250.707	8559.34
14.8	336.301	8356.27
14.81	419.863	8083.86
14.82	500.702	7743.77
14.83	578.14	7338.21
14.84	651.522	6869.91
14.85	720.221	6342.18
14.86	783.643	5758.8
14.87	841.231	5124.05
14.88	892.471	4442.65
14.89	936.898	3719.75
14.9	974.095	2960.86
14.91	1003.7	2171.85
14.92	1025.42	1358.85
14.93	1039.01	528.255
14.94	1044.29	-313.344
14.95	1041.16	-1159.22
14.96	1029.57	-2002.56
14.97	1009.54	-2836.51
14.98	981.177	-3654.24
14.99	944.635	-4448.99
15	900.145	-5214.15
15.01	848.003	-5943.26
15.02	788.571	-6630.15
15.03	722.269	-7268.89
15.04	649.58	-7853.93
15.05	571.041	-8380.09
15.06	487.24	-8842.63
15.07	398.814	-9237.29
15.08	306.441	-9560.33
15.09	210.837	-9808.55
15.1	112.752	-9979.33
15.11	12.9587	-10070.7
15.12	-87.7479	-10081.2
15.13	-188.559	-10010.1
15.14	-288.66	-9857.35
15.15	-387.234	-9623.53
15.16	-483.469	-9309.87
15.17	-576.568	-8918.26
15.18	-665.75	-8451.24
15.19	-750.263	-7911.98
15.2	-829.383	-7304.27
15.21	-902.425	-6632.47
15.22	-968.75	-5901.51
15.23	-1027.77	-5116.82
15.24	-1078.93	-4284.33
15.25	-1121.78	-3410.39
15.26	-1155.88	-2501.75
15.27	-1180.9	-1565.49
15.28	-1196.55	-608.964
15.29	-1202.64	360.244
15.3	-1199.04	1334.38
15.31	-1185.7	2305.61
15.32	-1162.64	3266.02
15.33	-1129.98	4207.76
15.34	-1087.9	5123.04
15.35	-1036.67	6004.24
15.36	-976.63	6843.95
15.37	-908.19	7635.02
15.38	-831.84	8370.65
15.39	-748.133	9044.44
15.4	-657.689	9650.43
15.41	-561.185	10183.2
15.42	-459.353	10637.7
15.43	-352.976	11009.8
15.44	-242.878	11295.7
15.45	-129.921	11492.4
15.46	-14.9965	11597.7
15.47	100.98	11609.8
15.48	217.078	11528
15.49	332.359	11352.2
15.5	445.881	11083
15.51	556.71	10721.8
15.52	663.929	10270.9
15.53	766.637	9733.1
15.54	863.968	9112.12
15.55	955.09	8412.31
15.56	1039.21	7638.69
15.57	1115.6	6796.92
15.58	1183.57	5893.29
15.59	1242.5	4934.6
15.6	1291.85	3928.17
15.61	1331.13	2881.77
15.62	1359.95	1803.56
15.63	1377.98	702.003
15.64	1385	-414.163
15.65	1380.86	-1536.02
15.66	1365.5	-2654.51
15.67	1338.96	-3760.57
15.68	1301.35	-4845.12
15.69	1252.9	-5899.22
15.7	1193.91	-6914.07
15.71	1124.77	-7881.13
15.72	1045.95	-8792.19
15.73	958.033	-9639.41
15.74	861.639	-10415.4
15.75	757.485	-11113.3
15.76	646.351	-11726.9
15.77	529.082	-12250.5
15.78	406.577	-12679
15.79	279.787	-13008.3
15.8	149.704	-13235
15.81	17.3543	-13356.2
15.82	-116.208	-13370.3
15.83	-249.911	-13276.2
15.84	-382.672	-13073.7
15.85	-513.41	-12763.8
15.86	-641.047	-12347.9
15.87	-764.526	-11828.7
15.88	-882.813	-11209.4
15.89	-994.907	-10494.3
15.9	-1099.85	-9688.43
15.91	-1196.73	-8797.56
15.92	-1284.71	-7828.2
15.93	-1362.99	-6787.59
15.94	-1430.87	-5683.56
15.95	-1487.7	-4524.56
15.96	-1532.95	-3319.52
15.97	-1566.14	-2077.83
15.98	-1586.92	-809.256
15.99	-1595.01	476.151
16	-1590.25	1768.11
16.01	-1572.57	3056.22
16.02	-1542.01	4330
16.03	-1498.71	5579.03
16.04	-1442.92	6792.99
16.05	-1374.99	7961.75
16.06	-1295.37	9075.49
16.07	-1204.62	10124.7
16.08	-1103.37	11100.5
16.09	-992.365	11994.2
16.1	-872.423	12798
16.11	-744.443	13504.7
16.12	-609.396	14107.7
16.13	-468.319	14601.3
16.14	-322.306	14980.6
16.15	-172.5	15241.7
16.16	-20.0824	15381.4
16.17	133.732	15397.7
16.18	287.709	15289.4
16.19	440.603	15056.3
16.2	591.166	14699.4
16.21	738.16	14220.6
16.22	880.366	13622.7
16.23	1016.59	12909.6
16.24	1145.69	12086.2
16.25	1266.55	11158.1
16.26	1378.13	10132.2
16.27	1479.45	9015.95
16.28	1569.61	7817.59
16.29	1647.79	6546.2
16.3	1713.25	5211.5
16.31	1765.37	3823.76
16.32	1803.6	2393.81
16.33	1827.54	932.894
16.34	1836.87	-547.416
16.35	1831.4	-2035.28
16.36	1811.04	-3518.71
16.37	1775.86	-4985.66
16.38	1726	-6424.1
16.39	1661.76	-7822.16
16.4	1583.54	-9168.19
16.41	1491.86	-10450.9
16.42	1387.35	-11659.3
16.43	1270.76	-12783
16.44	1142.93	-13812.3
16.45	1004.8	-14738.1
16.46	857.421	-15552
16.47	701.901	-16246.5
16.48	539.436	-16815
16.49	371.286	-17252
16.5	198.766	-17552.7
16.51	23.2389	-17713.7
16.52	-153.898	-17732.5
16.53	-331.224	-17607.9
16.54	-507.303	-17339.6
16.55	-680.699	-16928.7
16.56	-849.985	-16377.3
16.57	-1013.76	-15688.8
16.58	-1170.65	-14867.7
16.59	-1319.32	-13919.5
16.6	-1458.52	-12850.8
16.61	-1587.03	-11669.4
16.62	-1703.72	-10383.9
16.63	-1807.56	-9003.9
16.64	-1897.6	-7539.78
16.65	-1973	-6002.72
16.66	-2033.02	-4404.6
16.67	-2077.07	-2757.85
16.68	-2104.65	-1075.42
16.69	-2115.4	629.344
16.7	-2109.11	2342.82
16.71	-2085.68	4051.2
16.72	-2045.17	5740.6
16.73	-1987.76	7397.18
16.74	-1913.79	9007.27
16.75	-1823.72	10557.4
16.76	-1718.14	12034.7
16.77	-1597.8	13426.3
16.78	-1463.53	14720.6
16.79	-1316.33	15906
16.8	-1157.27	16972.3
16.81	-987.545	17909.6
16.82	-808.448	18709.5
16.83	-621.353	19364.4
16.84	-427.709	19867.7
16.85	-229.032	20214.1
16.86	-26.8908	20399.6
16.87	177.106	20421.4
16.88	381.32	20278
16.89	584.1	19969.1
16.9	783.791	19496
16.91	978.751	18861.1
16.92	1167.36	18068.3
16.93	1348.05	17122.8
16.94	1519.27	16030.8
16.95	1679.58	14800.2
16.96	1827.58	13439.8
16.97	1961.98	11959.4
16.98	2081.58	10370.2
16.99	2185.28	8684.15
17	2272.12	6914.08
17.01	2341.26	5073.66
17.02	2392	3177.24
17.03	2423.77	1239.72
17.04	2436.17	-723.532
17.05	2428.93	-2696.83
17.06	2401.96	-4664.26
17.07	2355.32	-6609.85
17.08	2289.22	-8517.66
17.09	2204.05	-10371.9
17.1	2100.33	-12157.2
17.11	1978.75	-13858.5
17.12	1840.17	-15461.3
17.13	1685.56	-16951.8
17.14	1516.04	-18317.1
17.15	1332.87	-19545.1
17.16	1137.42	-20624.7
17.17	931.169	-21546
17.18	715.709	-22300.3
17.19	492.707	-22880
17.2	263.907	-23279.1
17.21	31.1159	-23492.8
17.22	-203.813	-23518.1
17.23	-438.993	-23353
17.24	-672.523	-22997.4
17.25	-902.497	-22452.6
17.26	-1127.02	-21721.6
17.27	-1344.24	-20808.7
17.28	-1552.33	-19719.9
17.29	-1749.53	-18462.5
17.3	-1934.15	-17045.4
17.31	-2104.6	-15478.7
17.32	-2259.39	-13774
17.33	-2397.13	-11943.9
17.34	-2516.57	-10002.2
17.35	-2616.59	-7963.79
17.36	-2696.23	-5844.35
17.37	-2754.67	-3660.41
17.38	-2791.28	-1429.12
17.39	-2805.57	831.813
17.4	-2797.25	3104.32
17.41	-2766.21	5370.1
17.42	-2712.51	7610.73
17.43	-2636.4	9807.86
17.44	-2538.32	11943.3
17.45	-2418.89	13999.4
17.46	-2278.89	15958.7
17.47	-2119.31	17804.6
17.48	-1941.26	19521.2
17.49	-1746.05	21093.6
17.5	-1535.11	22507.9
17.51	-1310.03	23751.4
17.52	-1072.52	24812.5
17.53	-824.394	25681.3
17.54	-567.582	26349
17.55	-304.092	26808.8
17.56	-36.004	27055.1
17.57	234.547	27084.2
17.58	505.389	26894.2
17.59	774.331	26484.9
17.6	1039.18	25857.7
17.61	1297.76	25015.9
17.62	1547.92	23964.8
17.63	1787.56	22710.9
17.64	2014.67	21263
17.65	2227.3	19631.1
17.66	2423.61	17827
17.67	2601.89	15863.9
17.68	2760.52	13756.4
17.69	2898.09	11520.3
17.7	3013.29	9172.88
17.71	3105.02	6732.12
17.72	3172.34	4217.05
17.73	3214.51	1647.46
17.74	3230.99	-956.297
17.75	3221.42	-3573.4
17.76	3185.69	-6182.75
17.77	3123.86	-8763.16
17.78	3036.23	-11293.5
17.79	2923.3	-13752.8
17.8	2785.77	-16120.7
17.81	2624.56	-18377.2
17.82	2440.79	-20503.1
17.83	2235.76	-22480.1
17.84	2010.96	-24291.1
17.85	1768.05	-25919.9
17.86	1508.85	-27352.1
17.87	1235.33	-28574.2
17.88	949.584	-29574.8
17.89	653.835	-30344
17.9	350.395	-30873.6
17.91	41.6591	-31157.4
17.92	-269.915	-31191.2
17.93	-581.827	-30972.5
17.94	-891.552	-30501.3
17.95	-1196.56	-29779.1
17.96	-1494.36	-28809.9
17.97	-1782.45	-27599.5
17.98	-2058.45	-26155.7
17.99	-2320.01	-24488.3
18	-2564.89	-22609.1
18.01	-2790.98	-20531.6
18.02	-2996.3	-18270.9
18.03	-3179	-15843.9
18.04	-3337.44	-13268.9
18.05	-3470.13	-10565.5
18.06	-3575.79	-7754.74
18.07	-3653.33	-4858.35
18.08	-3701.92	-1899.15
18.09	-3720.91	1099.41
18.1	-3709.92	4113.34
18.11	-3668.78	7118.38
18.12	-3597.6	10090.1
18.13	-3496.7	13004.1
18.14	-3366.66	15836.5
18.15	-3208.29	18563.5
18.16	-3022.66	21162.2
18.17	-2811.04	23610.5
18.18	-2574.93	25887.5
18.19	-2316.06	27973.2
18.2	-2036.32	29849.2
18.21	-1737.83	31498.6
18.22	-1422.85	32906.2
18.23	-1093.78	34058.7
18.24	-753.196	34944.7
18.25	-403.749	35554.8
18.26	-48.2014	35881.8
18.27	310.617	35920.9
18.28	669.826	35669.3
18.29	1026.52	35126.7
18.3	1377.79	34295.2
18.31	1720.74	33179.2
18.32	2052.53	31785.4
18.33	2370.38	30122.9
18.34	2671.61	28202.9
18.35	2953.64	26038.9
18.36	3214.03	23646.4
18.37	3450.49	21043
18.38	3660.92	18248.1
18.39	3843.41	15282.8
18.4	3996.23	12169.6
18.41	4117.93	8932.69
18.42	4207.26	5597.16
18.43	4263.23	2189.29
18.44	4285.12	-1263.93
18.45	4272.48	-4734.88
18.46	4225.13	-8195.59
18.47	4143.18	-11617.9
18.48	4027	-14973.9
18.49	3877.26	-18235.8
18.5	3694.9	-21376.4
18.51	3481.14	-24369.2
18.52	3237.45	-27189
18.53	2965.56	-29811.3
18.54	2667.44	-32213.4
18.55	2345.31	-34374
18.56	2001.57	-36273.7
18.57	1638.83	-37895
18.58	1259.88	-39222.4
18.59	867.657	-40243
18.6	465.227	-40945.8
18.61	55.7699	-41322.6
18.62	-357.456	-41367.8
18.63	-771.134	-41078.2
18.64	-1181.92	-40453.6
18.65	-1586.45	-39496.3
18.66	-1981.41	-38211.2
18.67	-2363.53	-36606.3
18.68	-2729.59	-34691.8
18.69	-3076.51	-32480.9
18.7	-3401.32	-29988.9
18.71	-3701.21	-27233.8
18.72	-3973.54	-24235.8
18.73	-4215.9	-21017.3
18.74	-4426.07	-17602.4
18.75	-4602.1	-14017.3
18.76	-4742.27	-10289.6
18.77	-4845.17	-6448.33
18.78	-4909.65	-2523.75
18.79	-4934.89	1453.07
18.8	-4920.36	5450.33
18.81	-4865.85	9435.82
18.82	-4771.5	13377.2
18.83	-4637.72	17242.1
18.84	-4465.3	20998.6
18.85	-4255.32	24615.5
18.86	-4009.16	28062.3
18.87	-3728.54	31309.7
18.88	-3415.44	34329.9
18.89	-3072.14	37096.4
18.9	-2701.18	39584.8
18.91	-2305.33	41772.8
18.92	-1887.6	43640.1
18.93	-1451.2	45169
18.94	-999.512	46344.5
18.95	-536.067	47154.1
18.96	-64.5254	47588.3
18.97	411.358	47640.6
18.98	887.764	47307.4
18.99	1360.84	46588.3
19	1826.72	45486
19.01	2281.58	44006.4
19.02	2721.65	42158.3
19.03	3143.23	39953.8
19.04	3542.77	37407.8
19.05	3916.84	34538.1
19.06	4262.22	31365.5
19.07	4575.88	27913.1
19.08	4855.01	24206.6
19.09	5097.08	20274.1
19.1	5299.82	16145.4
19.11	5461.27	11852.6
19.12	5579.8	7428.94
19.13	5654.09	2909.3
19.14	5683.18	-1670.51
19.15	5666.47	-6273.88
19.16	5603.74	-10863.7
19.17	5495.1	-15402.7
19.18	5341.07	-19853.8
19.19	5142.53	-24180
19.2	4900.73	-28345.5
19.21	4617.28	-32315.1
19.22	4294.13	-36055.1
19.23	3933.58	-39533.3
19.24	3538.24	-42719.5
19.25	3111.05	-45585.5
19.26	2655.19	-48105.4
19.27	2174.14	-50256.2
19.28	1671.58	-52017.2
19.29	1151.4	-53371.2
19.3	617.692	-54303.8
19.31	74.6538	-54804.1
19.32	-473.388	-54864.6
19.33	-1022.03	-54481.2
19.34	-1566.85	-53653.3
19.35	-2103.38	-52384.2
19.36	-2627.22	-50680.4
19.37	-3134.03	-48552.4
19.38	-3619.55	-46013.8
19.39	-4079.69	-43082
19.4	-4510.51	-39777.5
19.41	-4908.28	-36123.9
19.42	-5269.52	-32148.2
19.43	-5591	-27879.9
19.44	-5869.8	-23351.2
19.45	-6103.32	-18596.7
19.46	-6289.28	-13653
19.47	-6425.81	-8558.67
19.48	-6511.4	-3353.76
19.49	-6544.94	1920.47
19.5	-6525.73	7221.87
