t 	 x 	 z
8.09	-7.46926e+007	1.62739e+009
8.1	-5.84187e+007	1.8186e+009
8.11	-4.02327e+007	1.96815e+009
8.12	-2.05512e+007	2.07115e+009
8.13	160232	2.12376e+009
8.14	2.13978e+007	2.12335e+009
8.15	4.26313e+007	2.06857e+009
8.16	6.3317e+007	1.95943e+009
8.17	8.29113e+007	1.79734e+009
8.18	1.00885e+008	1.58509e+009
8.19	1.16736e+008	1.32682e+009
8.2	1.30004e+008	1.02798e+009
8.21	1.40284e+008	6.95171e+008
8.22	1.47235e+008	3.36045e+008
8.23	1.50596e+008	-4.08779e+007
8.24	1.50187e+008	-4.26403e+008
8.25	1.45923e+008	-8.10882e+008
8.26	1.37814e+008	-1.18444e+009
8.27	1.2597e+008	-1.53725e+009
8.28	1.10597e+008	-1.85973e+009
8.29	9.19999e+007	-2.14286e+009
8.3	7.05713e+007	-2.37838e+009
8.31	4.67875e+007	-2.55904e+009
8.32	2.11971e+007	-2.67882e+009
8.33	-5.59111e+006	-2.73308e+009
8.34	-3.29219e+007	-2.71877e+009
8.35	-6.01096e+007	-2.63449e+009
8.36	-8.64545e+007	-2.48061e+009
8.37	-1.11261e+008	-2.25929e+009
8.38	-1.33853e+008	-1.97446e+009
8.39	-1.53598e+008	-1.63179e+009
8.4	-1.69916e+008	-1.23858e+009
8.41	-1.82302e+008	-8.03597e+008
8.42	-1.90338e+008	-3.36905e+008
8.43	-1.93707e+008	1.5036e+008
8.44	-1.92203e+008	6.4625e+008
8.45	-1.85741e+008	1.13829e+009
8.46	-1.74358e+008	1.61379e+009
8.47	-1.5822e+008	2.06014e+009
8.48	-1.37619e+008	2.46519e+009
8.49	-1.12967e+008	2.81749e+009
8.5	-8.47918e+007	3.10668e+009
8.51	-5.3725e+007	3.32375e+009
8.52	-2.04875e+007	3.46129e+009
8.53	1.41254e+007	3.51373e+009
8.54	4.92627e+007	3.47757e+009
8.55	8.40385e+007	3.35146e+009
8.56	1.17553e+008	3.13632e+009
8.57	1.48916e+008	2.83539e+009
8.58	1.7727e+008	2.45416e+009
8.59	2.01812e+008	2.00035e+009
8.6	2.21815e+008	1.48371e+009
8.61	2.36652e+008	9.15864e+008
8.62	2.45811e+008	3.10034e+008
8.63	2.48911e+008	-3.19242e+008
8.64	2.45719e+008	-9.56456e+008
8.65	2.36154e+008	-1.5855e+009
8.66	2.20299e+008	-2.19005e+009
8.67	1.98399e+008	-2.75402e+009
8.68	1.70859e+008	-3.26192e+009
8.69	1.3824e+008	-3.69932e+009
8.7	1.01246e+008	-4.05321e+009
8.71	6.07143e+007	-4.3124e+009
8.72	1.75903e+007	-4.46783e+009
8.73	-2.7088e+007	-4.51286e+009
8.74	-7.22167e+007	-4.44352e+009
8.75	-1.16652e+008	-4.25864e+009
8.76	-1.59238e+008	-3.96001e+009
8.77	-1.98838e+008	-3.55236e+009
8.78	-2.34362e+008	-3.04334e+009
8.79	-2.64795e+008	-2.44337e+009
8.8	-2.89229e+008	-1.76549e+009
8.81	-3.06884e+008	-1.02507e+009
8.82	-3.17135e+008	-2.39444e+008
8.83	-3.19529e+008	5.7242e+008
8.84	-3.13805e+008	1.39041e+009
8.85	-2.99901e+008	2.19376e+009
8.86	-2.77963e+008	2.9615e+009
8.87	-2.48348e+008	3.67309e+009
8.88	-2.11617e+008	4.30886e+009
8.89	-1.68529e+008	4.8506e+009
8.9	-1.20023e+008	5.28203e+009
8.91	-6.72024e+007	5.58929e+009
8.92	-1.13095e+007	5.76133e+009
8.93	4.63038e+007	5.79028e+009
8.94	1.04207e+008	5.67174e+009
8.95	1.60924e+008	5.40497e+009
8.96	2.14974e+008	4.99301e+009
8.97	2.64904e+008	4.44268e+009
8.98	3.09331e+008	3.76452e+009
8.99	3.46976e+008	2.97264e+009
9	3.76702e+008	2.08438e+009
9.01	3.97546e+008	1.12002e+009
9.02	4.08746e+008	1.02302e+008
9.03	4.09769e+008	-9.44088e+008
9.04	4.00328e+008	-1.9931e+009
9.05	3.80397e+008	-3.01794e+009
9.06	3.50218e+008	-3.99175e+009
9.07	3.103e+008	-4.88831e+009
9.08	2.61417e+008	-5.68268e+009
9.09	2.0459e+008	-6.35191e+009
9.1	1.41071e+008	-6.87566e+009
9.11	7.23148e+007	-7.2368e+009
9.12	-53272.6	-7.42193e+009
9.13	-7.42726e+007	-7.42179e+009
9.14	-1.48491e+008	-7.23166e+009
9.15	-2.20807e+008	-6.85152e+009
9.16	-2.89322e+008	-6.28625e+009
9.17	-3.52185e+008	-5.54559e+009
9.18	-4.07641e+008	-4.644e+009
9.19	-4.54081e+008	-3.60044e+009
9.2	-4.90085e+008	-2.43799e+009
9.21	-5.14465e+008	-1.18337e+009
9.22	-5.26299e+008	1.33659e+008
9.23	-5.24962e+008	1.48098e+009
9.24	-5.10152e+008	2.82489e+009
9.25	-4.81903e+008	4.13088e+009
9.26	-4.40595e+008	5.36455e+009
9.27	-3.86949e+008	6.49247e+009
9.28	-3.22024e+008	7.48306e+009
9.29	-2.47194e+008	8.30744e+009
9.3	-1.64119e+008	8.94026e+009
9.31	-7.47168e+007	9.3604e+009
9.32	1.88872e+007	9.55168e+009
9.33	1.14404e+008	9.50333e+009
9.34	2.09437e+008	9.21045e+009
9.35	3.01542e+008	8.67429e+009
9.36	3.88285e+008	7.90235e+009
9.37	4.67308e+008	6.90834e+009
9.38	5.36392e+008	5.71203e+009
9.39	5.93512e+008	4.33887e+009
9.4	6.36901e+008	2.81948e+009
9.41	6.65095e+008	1.18901e+009
9.42	6.76985e+008	-5.13634e+008
9.43	6.71849e+008	-2.24672e+009
9.44	6.49382e+008	-3.96665e+009
9.45	6.09715e+008	-5.62907e+009
9.46	5.53425e+008	-7.18994e+009
9.47	4.81525e+008	-8.60671e+009
9.48	3.95458e+008	-9.83941e+009
9.49	2.97064e+008	-1.08518e+010
9.5	1.88546e+008	-1.16123e+010
9.51	7.24236e+007	-1.20949e+010
9.52	-4.85259e+007	-1.22804e+010
9.53	-1.71329e+008	-1.21561e+010
9.54	-2.92891e+008	-1.17175e+010
9.55	-4.10066e+008	-1.09677e+010
9.56	-5.19743e+008	-9.91795e+009
9.57	-6.18923e+008	-8.58741e+009
9.58	-7.04797e+008	-7.00297e+009
9.59	-7.74826e+008	-5.19869e+009
9.6	-8.26813e+008	-3.21513e+009
9.61	-8.58965e+008	-1.09849e+009
9.62	-8.6995e+008	1.10046e+009
9.63	-8.58945e+008	3.32753e+009
9.64	-8.2567e+008	5.52643e+009
9.65	-7.70406e+008	7.64014e+009
9.66	-6.94004e+008	9.61238e+009
9.67	-5.9788e+008	1.1389e+010
9.68	-4.8399e+008	1.29196e+010
9.69	-3.54794e+008	1.41586e+010
9.7	-2.13208e+008	1.50669e+010
9.71	-6.25388e+007	1.56127e+010
9.72	9.35882e+007	1.57728e+010
9.73	2.51316e+008	1.55332e+010
9.74	4.06648e+008	1.48898e+010
9.75	5.55547e+008	1.38488e+010
9.76	6.94035e+008	1.24266e+010
9.77	8.18301e+008	1.06499e+010
9.78	9.248e+008	8.55505e+009
9.79	1.01035e+009	6.18756e+009
9.8	1.07223e+009	3.60106e+009
9.81	1.10824e+009	8.56159e+008
9.82	1.1168e+009	-1.98093e+009
9.83	1.09699e+009	-4.83993e+009
9.84	1.04859e+009	-7.64823e+009
9.85	9.72108e+008	-1.03326e+010
9.86	8.68782e+008	-1.28212e+010
9.87	7.40569e+008	-1.50453e+010
9.88	5.90117e+008	-1.69411e+010
9.89	4.20705e+008	-1.84518e+010
9.9	2.36187e+008	-1.95289e+010
9.91	4.0898e+007	-2.01335e+010
9.92	-1.60437e+008	-2.02382e+010
9.93	-3.62819e+008	-1.98275e+010
9.94	-5.61093e+008	-1.88987e+010
9.95	-7.5008e+008	-1.74623e+010
9.96	-9.24703e+008	-1.55421e+010
9.97	-1.08012e+009	-1.31748e+010
9.98	-1.21187e+009	-1.04097e+010
9.99	-1.31597e+009	-7.30731e+009
10	-1.38904e+009	-3.93843e+009
10.01	-1.42843e+009	-3.82483e+008
10.02	-1.43225e+009	3.27429e+009
10.03	-1.39951e+009	6.94085e+009
10.04	-1.3301e+009	1.05236e+010
10.05	-1.22486e+009	1.39286e+010
10.06	-1.08558e+009	1.70643e+010
10.07	-9.14934e+008	1.98434e+010
10.08	-7.165e+008	2.21856e+010
10.09	-4.94644e+008	2.40198e+010
10.1	-2.54446e+008	2.52861e+010
10.11	-1.58457e+006	2.59375e+010
10.12	2.57791e+008	2.59416e+010
10.13	5.17206e+008	2.52816e+010
10.14	7.70022e+008	2.39576e+010
10.15	1.0096e+009	2.19863e+010
10.16	1.22946e+009	1.94017e+010
10.17	1.42348e+009	1.62543e+010
10.18	1.58602e+009	1.26102e+010
10.19	1.71212e+009	8.55e+009
10.2	1.79762e+009	4.16696e+009
10.21	1.83929e+009	-4.34953e+008
10.22	1.83494e+009	-5.14355e+009
10.23	1.78351e+009	-9.841e+009
10.24	1.6851e+009	-1.44068e+010
10.25	1.54103e+009	-1.87206e+010
10.26	1.35382e+009	-2.26657e+010
10.27	1.12717e+009	-2.61315e+010
10.28	8.65853e+008	-2.9017e+010
10.29	5.75683e+008	-3.12336e+010
10.3	2.63347e+008	-3.27074e+010
10.31	-6.37266e+007	-3.33815e+010
10.32	-3.97542e+008	-3.32184e+010
10.33	-7.29726e+008	-3.22007e+010
10.34	-1.05173e+009	-3.03326e+010
10.35	-1.35506e+009	-2.76401e+010
10.36	-1.63146e+009	-2.41712e+010
10.37	-1.87317e+009	-1.99947e+010
10.38	-2.07312e+009	-1.51993e+010
10.39	-2.22511e+009	-9.89215e+009
10.4	-2.32403e+009	-4.19587e+009
10.41	-2.36599e+009	1.75365e+009
10.42	-2.34845e+009	7.81059e+009
10.43	-2.27035e+009	1.38226e+010
10.44	-2.13212e+009	1.96347e+010
10.45	-1.93578e+009	2.5093e+010
10.46	-1.68485e+009	3.00485e+010
10.47	-1.38436e+009	3.43618e+010
10.48	-1.04074e+009	3.79057e+010
10.49	-6.61685e+008	4.057e+010
10.5	-2.55985e+008	4.22639e+010
10.51	1.66654e+008	4.29193e+010
10.52	5.95847e+008	4.24926e+010
10.53	1.02077e+009	4.09673e+010
10.54	1.43045e+009	3.83541e+010
10.55	1.81399e+009	3.46921e+010
10.56	2.16091e+009	3.00483e+010
10.57	2.46139e+009	2.45164e+010
10.58	2.70655e+009	1.82152e+010
10.59	2.88871e+009	1.12865e+010
10.6	3.00157e+009	3.89138e+009
10.61	3.04049e+009	-3.79265e+009
10.62	3.00256e+009	-1.15763e+010
10.63	2.8868e+009	-1.92628e+010
10.64	2.69417e+009	-2.6653e+010
10.65	2.42764e+009	-3.35501e+010
10.66	2.09214e+009	-3.97649e+010
10.67	1.69449e+009	-4.51207e+010
10.68	1.24328e+009	-4.94586e+010
10.69	7.48694e+008	-5.26414e+010
10.7	2.2228e+008	-5.45581e+010
10.71	-3.23301e+008	-5.51271e+010
10.72	-8.74572e+008	-5.42995e+010
10.73	-1.41757e+009	-5.20606e+010
10.74	-1.93817e+009	-4.84316e+010
10.75	-2.42249e+009	-4.34699e+010
10.76	-2.85719e+009	-3.72683e+010
10.77	-3.22987e+009	-2.99539e+010
10.78	-3.52941e+009	-2.16854e+010
10.79	-3.74626e+009	-1.26501e+010
10.8	-3.87276e+009	-3.05972e+009
10.81	-3.90336e+009	6.85456e+009
10.82	-3.83482e+009	1.68472e+010
10.83	-3.66634e+009	2.66643e+010
10.84	-3.3997e+009	3.60501e+010
10.85	-3.0392e+009	4.47534e+010
10.86	-2.59167e+009	5.25337e+010
10.87	-2.06633e+009	5.91684e+010
10.88	-1.47465e+009	6.44582e+010
10.89	-8.30063e+008	6.82333e+010
10.9	-1.4773e+008	7.03582e+010
10.91	5.55852e+008	7.07364e+010
10.92	1.26322e+009	6.93135e+010
10.93	1.95635e+009	6.60796e+010
10.94	2.61715e+009	6.10714e+010
10.95	3.22786e+009	5.43715e+010
10.96	3.77158e+009	4.61081e+010
10.97	4.23266e+009	3.64529e+010
10.98	4.59719e+009	2.56173e+010
10.99	4.85336e+009	1.38485e+010
11	4.99184e+009	1.42391e+009
11.01	5.00608e+009	-1.13552e+010
11.02	4.89253e+009	-2.41708e+010
11.03	4.65082e+009	-3.66957e+010
11.04	4.28387e+009	-4.86018e+010
11.05	3.79785e+009	-5.95685e+010
11.06	3.20216e+009	-6.9291e+010
11.07	2.50925e+009	-7.74885e+010
11.08	1.73437e+009	-8.39122e+010
11.09	8.95248e+008	-8.83522e+010
11.1	1.17258e+007	-9.0644e+010
11.11	-8.94714e+008	-9.0674e+010
11.12	-1.80145e+009	-8.83836e+010
11.13	-2.68529e+009	-8.37718e+010
11.14	-3.52301e+009	-7.68975e+010
11.15	-4.29198e+009	-6.78786e+010
11.16	-4.97077e+009	-5.68911e+010
11.17	-5.53968e+009	-4.41659e+010
11.18	-5.98134e+009	-2.99844e+010
11.19	-6.28118e+009	-1.46721e+010
11.2	-6.42791e+009	1.4077e+009
11.21	-6.41383e+009	1.78631e+010
11.22	-6.2352e+009	3.42825e+010
11.23	-5.89237e+009	5.02446e+010
11.24	-5.38993e+009	6.53291e+010
11.25	-4.73663e+009	7.91273e+010
11.26	-3.94536e+009	9.12531e+010
11.27	-3.03283e+009	1.01353e+011
11.28	-2.0193e+009	1.09117e+011
11.29	-9.28125e+008	1.14287e+011
11.3	2.14742e+008	1.16663e+011
11.31	1.38137e+009	1.16113e+011
11.32	2.5425e+009	1.12577e+011
11.33	3.66826e+009	1.06068e+011
11.34	4.72894e+009	9.66771e+010
11.35	5.69571e+009	8.4571e+010
11.36	6.54142e+009	6.999e+010
11.37	7.24132e+009	5.32439e+010
11.38	7.77376e+009	3.47061e+010
11.39	8.12082e+009	1.48053e+010
11.4	8.26888e+009	-5.98401e+009
11.41	8.20904e+009	-2.71523e+010
11.42	7.93751e+009	-4.81675e+010
11.43	7.45584e+009	-6.84875e+010
11.44	6.77096e+009	-8.75744e+010
11.45	5.89522e+009	-1.04908e+011
11.46	4.84614e+009	-1.2e+011
11.47	3.64614e+009	-1.32406e+011
11.48	2.32208e+009	-1.4174e+011
11.49	9.04678e+008	-1.47685e+011
11.5	-5.72168e+008	-1.50001e+011
11.51	-2.07217e+009	-1.48536e+011
11.52	-3.55753e+009	-1.43231e+011
11.53	-4.98984e+009	-1.34124e+011
11.54	-6.33108e+009	-1.2135e+011
11.55	-7.54458e+009	-1.05142e+011
11.56	-8.596e+009	-8.58281e+010
11.57	-9.45428e+009	-6.38223e+010
11.58	-1.00925e+010	-3.96194e+010
11.59	-1.04887e+010	-1.37826e+010
11.6	-1.06265e+010	1.30685e+010
11.61	-1.04958e+010	4.02724e+010
11.62	-1.00931e+010	6.71418e+010
11.63	-9.4217e+009	9.29801e+010
11.64	-8.4919e+009	1.171e+011
11.65	-7.3209e+009	1.38839e+011
11.66	-5.93251e+009	1.5758e+011
11.67	-4.35671e+009	1.72768e+011
11.68	-2.62903e+009	1.83921e+011
11.69	-7.89821e+008	1.90651e+011
11.7	1.11669e+009	1.92673e+011
11.71	3.04342e+009	1.89814e+011
11.72	4.94157e+009	1.82023e+011
11.73	6.7618e+009	1.69373e+011
11.74	8.45553e+009	1.52063e+011
11.75	9.97615e+009	1.30416e+011
11.76	1.12803e+010	1.04878e+011
11.77	1.23291e+010	7.59999e+010
11.78	1.30891e+010	4.44374e+010
11.79	1.35335e+010	1.09294e+010
11.8	1.36428e+010	-2.37163e+010
11.81	1.34056e+010	-5.86418e+010
11.82	1.28192e+010	-9.29601e+010
11.83	1.18896e+010	-1.25777e+011
11.84	1.06318e+010	-1.56215e+011
11.85	9.06966e+009	-1.83432e+011
11.86	7.23534e+009	-2.0665e+011
11.87	5.16884e+009	-2.25173e+011
11.88	2.91711e+009	-2.38405e+011
11.89	5.33061e+008	-2.45873e+011
11.9	-1.92567e+009	-2.47237e+011
11.91	-4.39804e+009	-2.42308e+011
11.92	-6.82112e+009	-2.31049e+011
11.93	-9.1316e+009	-2.13587e+011
11.94	-1.12675e+010	-1.9021e+011
11.95	-1.31696e+010	-1.61365e+011
11.96	-1.47832e+010	-1.27651e+011
11.97	-1.60597e+010	-8.98059e+010
11.98	-1.69578e+010	-4.8693e+010
11.99	-1.74447e+010	-5.28104e+009
12	-1.74975e+010	3.93774e+010
12.01	-1.71038e+010	8.41711e+010
12.02	-1.6262e+010	1.27957e+011
12.03	-1.49825e+010	1.69588e+011
12.04	-1.32866e+010	2.07943e+011
12.05	-1.12072e+010	2.41956e+011
12.06	-8.78761e+009	2.70647e+011
12.07	-6.08114e+009	2.93143e+011
12.08	-3.14971e+009	3.08711e+011
12.09	-6.26045e+007	3.16774e+011
12.1	3.10514e+009	3.16934e+011
12.11	6.27448e+009	3.08985e+011
12.12	9.36433e+009	2.92922e+011
12.13	1.22936e+010	2.6895e+011
12.14	1.49831e+010	2.37478e+011
12.15	1.73578e+010	1.99122e+011
12.16	1.9349e+010	1.54686e+011
12.17	2.08959e+010	1.05152e+011
12.18	2.19474e+010	5.16585e+010
12.19	2.2464e+010	-4.5269e+009
12.2	2.24187e+010	-6.20348e+010
12.21	2.17984e+010	-1.19427e+011
12.22	2.06041e+010	-1.75231e+011
12.23	1.88518e+010	-2.27977e+011
12.24	1.6572e+010	-2.76238e+011
12.25	1.38097e+010	-3.18662e+011
12.26	1.0623e+010	-3.54015e+011
12.27	7.0829e+009	-3.8121e+011
12.28	3.2708e+009	-3.99342e+011
12.29	-7.22627e+008	-4.07716e+011
12.3	-4.79978e+009	-4.05866e+011
12.31	-8.85844e+009	-3.93578e+011
12.32	-1.27942e+010	-3.70901e+011
12.33	-1.65032e+010	-3.38147e+011
12.34	-1.98847e+010	-2.95899e+011
12.35	-2.28437e+010	-2.44994e+011
12.36	-2.52936e+010	-1.86514e+011
12.37	-2.71588e+010	-1.21763e+011
12.38	-2.83764e+010	-5.22362e+010
12.39	-2.88988e+010	2.04073e+010
12.4	-2.86947e+010	9.43882e+010
12.41	-2.77508e+010	1.67847e+011
12.42	-2.60723e+010	2.38889e+011
12.43	-2.36835e+010	3.05634e+011
12.44	-2.06271e+010	3.66264e+011
12.45	-1.69645e+010	4.19069e+011
12.46	-1.27738e+010	4.62498e+011
12.47	-8.14881e+009	4.95199e+011
12.48	-3.19682e+009	5.1606e+011
12.49	1.96377e+009	5.24244e+011
12.5	7.20621e+009	5.19217e+011
12.51	1.23984e+010	5.00769e+011
12.52	1.74061e+010	4.69029e+011
12.53	2.20964e+010	4.24469e+011
12.54	2.6341e+010	3.67903e+011
12.55	3.00201e+010	3.0047e+011
12.56	3.30248e+010	2.23618e+011
12.57	3.52609e+010	1.39075e+011
12.58	3.66517e+010	4.88067e+010
12.59	3.71398e+010	-4.50216e+010
12.6	3.66895e+010	-1.40099e+011
12.61	3.52885e+010	-2.34025e+011
12.62	3.29483e+010	-3.24363e+011
12.63	2.97047e+010	-4.08711e+011
12.64	2.56176e+010	-4.84755e+011
12.65	2.077e+010	-5.50336e+011
12.66	1.52667e+010	-6.03507e+011
12.67	9.23158e+009	-6.4259e+011
12.68	2.80568e+009	-6.66223e+011
12.69	-3.85654e+009	-6.73405e+011
12.7	-1.05906e+010	-6.63532e+011
12.71	-1.72259e+010	-6.3642e+011
12.72	-2.35901e+010	-5.92322e+011
12.73	-2.95133e+010	-5.31931e+011
12.74	-3.48327e+010	-4.56377e+011
12.75	-3.93964e+010	-3.67206e+011
12.76	-4.30685e+010	-2.66351e+011
12.77	-4.5732e+010	-1.56095e+011
12.78	-4.72929e+010	-3.90215e+010
12.79	-4.76832e+010	8.20484e+010
12.8	-4.68627e+010	2.04117e+011
12.81	-4.48215e+010	3.24086e+011
12.82	-4.15807e+010	4.38829e+011
12.83	-3.71924e+010	5.45275e+011
12.84	-3.17396e+010	6.40488e+011
12.85	-2.53347e+010	7.21741e+011
12.86	-1.81173e+010	7.86598e+011
12.87	-1.02513e+010	8.32978e+011
12.88	-1.92156e+009	8.59222e+011
12.89	6.67066e+009	8.64141e+011
12.9	1.53121e+010	8.47064e+011
12.91	2.37827e+010	8.07865e+011
12.92	3.18614e+010	7.46981e+011
12.93	3.93312e+010	6.65416e+011
12.94	4.59853e+010	5.64729e+011
12.95	5.16326e+010	4.47006e+011
12.96	5.61027e+010	3.14827e+011
12.97	5.9251e+010	1.71204e+011
12.98	6.0963e+010	1.95212e+010
12.99	6.11582e+010	-1.36544e+011
13	5.97928e+010	-2.93109e+011
13.01	5.68617e+010	-4.46179e+011
13.02	5.23999e+010	-5.91744e+011
13.03	4.64824e+010	-7.25888e+011
13.04	3.92236e+010	-8.44883e+011
13.05	3.07747e+010	-9.45296e+011
13.06	2.13218e+010	-1.02408e+012
13.07	1.1081e+010	-1.07866e+012
13.08	2.94361e+008	-1.10703e+012
13.09	-1.07759e+010	-1.10778e+012
13.1	-2.18538e+010	-1.0802e+012
13.11	-3.26557e+010	-1.02425e+012
13.12	-4.28983e+010	-9.40653e+011
13.13	-5.23048e+010	-8.30833e+011
13.14	-6.06131e+010	-6.96933e+011
13.15	-6.75824e+010	-5.41763e+011
13.16	-7.30001e+010	-3.68752e+011
13.17	-7.66876e+010	-1.81872e+011
13.18	-7.85063e+010	1.44482e+010
13.19	-7.83618e+010	2.15424e+011
13.2	-7.62076e+010	4.16031e+011
13.21	-7.20473e+010	6.11122e+011
13.22	-6.59361e+010	7.95563e+011
13.23	-5.79804e+010	9.6436e+011
13.24	-4.83368e+010	1.11279e+012
13.25	-3.72089e+010	1.23653e+012
13.26	-2.48436e+010	1.33179e+012
13.27	-1.15258e+010	1.39539e+012
13.28	2.4281e+009	1.42489e+012
13.29	1.6677e+010	1.41868e+012
13.3	3.08638e+010	1.37598e+012
13.31	4.46236e+010	1.29697e+012
13.32	5.75933e+010	1.18274e+012
13.33	6.94207e+010	1.0353e+012
13.34	7.97737e+010	8.57579e+011
13.35	8.83495e+010	6.53359e+011
13.36	9.4883e+010	4.27184e+011
13.37	9.91549e+010	1.84284e+011
13.38	1.00998e+011	-6.95527e+010
13.39	1.00302e+011	-3.28107e+011
13.4	9.70211e+010	-5.84881e+011
13.41	9.11723e+010	-8.33255e+011
13.42	8.28398e+010	-1.06666e+012
13.43	7.21732e+010	-1.27873e+012
13.44	5.9386e+010	-1.46349e+012
13.45	4.47511e+010	-1.61552e+012
13.46	2.85959e+010	-1.73008e+012
13.47	1.12951e+010	-1.80329e+012
13.48	-6.73775e+009	-1.8322e+012
13.49	-2.50598e+010	-1.81495e+012
13.5	-4.32093e+010	-1.7508e+012
13.51	-6.07173e+010	-1.64018e+012
13.52	-7.71191e+010	-1.48475e+012
13.53	-9.19666e+010	-1.28732e+012
13.54	-1.0484e+011	-1.05189e+012
13.55	-1.15359e+011	-7.83498e+011
13.56	-1.23194e+011	-4.8818e+011
13.57	-1.28075e+011	-1.72804e+011
13.58	-1.29803e+011	1.55069e+011
13.59	-1.28253e+011	4.87366e+011
13.6	-1.23379e+011	8.15693e+011
13.61	-1.15222e+011	1.13154e+012
13.62	-1.03907e+011	1.42651e+012
13.63	-8.96416e+010	1.69251e+012
13.64	-7.27165e+010	1.922e+012
13.65	-5.34965e+010	2.10815e+012
13.66	-3.2415e+010	2.2451e+012
13.67	-9.964e+009	2.32808e+012
13.68	1.33168e+010	2.35359e+012
13.69	3.68528e+010	2.3195e+012
13.7	6.00478e+010	2.22516e+012
13.71	8.22994e+010	2.07144e+012
13.72	1.03014e+011	1.86075e+012
13.73	1.21621e+011	1.59703e+012
13.74	1.37592e+011	1.28568e+012
13.75	1.50448e+011	9.3345e+011
13.76	1.59783e+011	5.48302e+011
13.77	1.65266e+011	1.39258e+011
13.78	1.66658e+011	-2.83823e+011
13.79	1.6382e+011	-7.10469e+011
13.8	1.56716e+011	-1.12985e+012
13.81	1.45417e+011	-1.53104e+012
13.82	1.30107e+011	-1.90331e+012
13.83	1.11074e+011	-2.23638e+012
13.84	8.87098e+010	-2.52073e+012
13.85	6.35025e+010	-2.74783e+012
13.86	3.60242e+010	-2.91039e+012
13.87	6.92028e+009	-3.00262e+012
13.88	-2.31059e+010	-3.02033e+012
13.89	-5.33092e+010	-2.96118e+012
13.9	-8.2921e+010	-2.82471e+012
13.91	-1.11168e+011	-2.61243e+012
13.92	-1.37292e+011	-2.32784e+012
13.93	-1.60571e+011	-1.97637e+012
13.94	-1.80335e+011	-1.56531e+012
13.95	-1.95988e+011	-1.10365e+012
13.96	-2.07024e+011	-6.01926e+011
13.97	-2.13043e+011	-7.19444e+010
13.98	-2.13763e+011	4.73447e+011
13.99	-2.09028e+011	1.02068e+012
14	-1.98822e+011	1.55579e+012
14.01	-1.83264e+011	2.06478e+012
14.02	-1.62616e+011	2.53393e+012
14.03	-1.37277e+011	2.95023e+012
14.04	-1.07774e+011	3.30166e+012
14.05	-7.47578e+010	3.57756e+012
14.06	-3.89822e+010	3.76894e+012
14.07	-1.29283e+009	3.86873e+012
14.08	3.73945e+010	3.87204e+012
14.09	7.61149e+010	3.77631e+012
14.1	1.13878e+011	3.58146e+012
14.11	1.49693e+011	3.28993e+012
14.12	1.82592e+011	2.90672e+012
14.13	2.11659e+011	2.43928e+012
14.14	2.36052e+011	1.89743e+012
14.15	2.55026e+011	1.29314e+012
14.16	2.67958e+011	6.40274e+011
14.17	2.7436e+011	-4.56973e+010
14.18	2.73903e+011	-7.4806e+011
14.19	2.66423e+011	-1.44925e+012
14.2	2.5193e+011	-2.1313e+012
14.21	2.30617e+011	-2.77624e+012
14.22	2.02855e+011	-3.36662e+012
14.23	1.69189e+011	-3.88593e+012
14.24	1.3033e+011	-4.31905e+012
14.25	8.71391e+010	-4.65269e+012
14.26	4.06121e+010	-4.87577e+012
14.27	-8.14556e+009	-4.97974e+012
14.28	-5.79429e+010	-4.95888e+012
14.29	-1.07532e+011	-4.81055e+012
14.3	-1.55637e+011	-4.53527e+012
14.31	-2.0099e+011	-4.13684e+012
14.32	-2.42358e+011	-3.6223e+012
14.33	-2.78581e+011	-3.00187e+012
14.34	-3.086e+011	-2.2887e+012
14.35	-3.31487e+011	-1.49868e+012
14.36	-3.46474e+011	-6.50075e+011
14.37	-3.52975e+011	2.36898e+011
14.38	-3.50606e+011	1.14051e+012
14.39	-3.392e+011	2.03806e+012
14.4	-3.1882e+011	2.90642e+012
14.41	-2.89756e+011	3.72259e+012
14.42	-2.5253e+011	4.46437e+012
14.43	-2.07886e+011	5.11084e+012
14.44	-1.56778e+011	5.64303e+012
14.45	-1.00347e+011	6.04438e+012
14.46	-3.99034e+010	6.30127e+012
14.47	2.31094e+010	6.40342e+012
14.48	8.71436e+010	6.34426e+012
14.49	1.50586e+011	6.12118e+012
14.5	2.11798e+011	5.73568e+012
14.51	2.69155e+011	5.19347e+012
14.52	3.2109e+011	4.50444e+012
14.53	3.66134e+011	3.68245e+012
14.54	4.02958e+011	2.74515e+012
14.55	4.3041e+011	1.71357e+012
14.56	4.47546e+011	6.11722e+011
14.57	4.53663e+011	-5.33994e+011
14.58	4.48323e+011	-1.69537e+012
14.59	4.31369e+011	-2.84308e+012
14.6	4.02938e+011	-3.94738e+012
14.61	3.63465e+011	-4.9789e+012
14.62	3.13675e+011	-5.90937e+012
14.63	2.54582e+011	-6.71238e+012
14.64	1.87458e+011	-7.36411e+012
14.65	1.13817e+011	-7.844e+012
14.66	3.53768e+010	-8.13538e+012
14.67	-4.5977e+010	-8.22594e+012
14.68	-1.28236e+011	-8.10824e+012
14.69	-2.09319e+011	-7.77995e+012
14.7	-2.87118e+011	-7.2441e+012
14.71	-3.59559e+011	-6.50907e+012
14.72	-4.2465e+011	-5.5886e+012
14.73	-4.80536e+011	-4.5015e+012
14.74	-5.25551e+011	-3.27133e+012
14.75	-5.58264e+011	-1.92592e+012
