t 	 x 	 z
2.42	-48015.7	-1.35672e+006
2.43	-61582.9	-1.2338e+006
2.44	-73920.9	-1.07614e+006
2.45	-84682.3	-886907
2.46	-93551.4	-670121
2.47	-100253	-430629
2.48	-104559	-173982
2.49	-106299	93688.3
2.5	-105362	365813
2.51	-101704	635539
2.52	-95348.3	895901
2.53	-86389.3	1.13999e+006
2.54	-74989.4	1.36115e+006
2.55	-61377.9	1.55312e+006
2.56	-45846.7	1.71025e+006
2.57	-28744.2	1.82762e+006
2.58	-10468	1.9012e+006
2.59	8544.01	1.928e+006
2.6	27824	1.90613e+006
2.61	46885.3	1.8349e+006
2.62	65234.2	1.71487e+006
2.63	82383	1.54787e+006
2.64	97861.7	1.33697e+006
2.65	111231	1.08645e+006
2.66	122096	801693
2.67	130113	489127
2.68	135004	156039
2.69	136564	-189572
2.7	134669	-539176
2.71	129277	-883928
2.72	120438	-1.21488e+006
2.73	108289	-1.5232e+006
2.74	93056.9	-1.80042e+006
2.75	75052.7	-2.03864e+006
2.76	54666.3	-2.23078e+006
2.77	32358.5	-2.37072e+006
2.78	8651.29	-2.45356e+006
2.79	-15884.3	-2.47571e+006
2.8	-40641.4	-2.43505e+006
2.81	-64991.9	-2.331e+006
2.82	-88301.9	-2.16462e+006
2.83	-109948	-1.93857e+006
2.84	-129334	-1.6571e+006
2.85	-145905	-1.32601e+006
2.86	-159165	-952493
2.87	-168690	-545030
2.88	-174140	-113184
2.89	-175272	332615
2.9	-171946	781311
2.91	-164133	1.22149e+006
2.92	-151918	1.64167e+006
2.93	-135501	2.03058e+006
2.94	-115195	2.37747e+006
2.95	-91420.7	2.67237e+006
2.96	-64697	2.9064e+006
2.97	-35633	3.07203e+006
2.98	-4912.72	3.16325e+006
2.99	26719.8	3.17582e+006
3	58478	3.10742e+006
3.01	89552.2	2.95772e+006
3.02	119129	2.72846e+006
3.03	146414	2.42349e+006
3.04	170649	2.04867e+006
3.05	191136	1.61181e+006
3.06	207254	1.1225e+006
3.07	218479	591934
3.08	224398	32628.7
3.09	224724	-541831
3.1	219306	-1.11713e+006
3.11	208135	-1.67855e+006
3.12	191349	-2.21137e+006
3.13	169236	-2.70123e+006
3.14	142223	-3.13447e+006
3.15	110879	-3.49856e+006
3.16	75893	-3.78241e+006
3.17	38068.9	-3.9767e+006
3.18	-1698.11	-4.07416e+006
3.19	-42439.7	-4.06981e+006
3.2	-83137.7	-3.96116e+006
3.21	-122749	-3.74833e+006
3.22	-160233	-3.43409e+006
3.23	-194574	-3.0239e+006
3.24	-224813	-2.52579e+006
3.25	-250070	-1.95027e+006
3.26	-269573	-1.31009e+006
3.27	-282674	-619980
3.28	-288874	103665
3.29	-287837	843182
3.3	-279405	1.58005e+006
3.31	-263605	2.29532e+006
3.32	-240652	2.97015e+006
3.33	-210950	3.58622e+006
3.34	-175088	4.12625e+006
3.35	-133825	4.57448e+006
3.36	-88080.6	4.91707e+006
3.37	-38909.9	5.14256e+006
3.38	12515.6	5.24217e+006
3.39	64937.3	5.21013e+006
3.4	117039	5.04389e+006
3.41	167477	4.74427e+006
3.42	214920	4.31553e+006
3.43	258075	3.76533e+006
3.44	295729	3.10466e+006
3.45	326775	2.34759e+006
3.46	350251	1.51105e+006
3.47	365362	614404
3.48	371506	-320921
3.49	368296	-1.27198e+006
3.5	355577	-2.21481e+006
3.51	333429	-3.12509e+006
3.52	302178	-3.97867e+006
3.53	262391	-4.75224e+006
3.54	214869	-5.42396e+006
3.55	160629	-5.97403e+006
3.56	100889	-6.38524e+006
3.57	37036.2	-6.64351e+006
3.58	-29398.9	-6.73832e+006
3.59	-96782.1	-6.66306e+006
3.6	-163413	-6.4153e+006
3.61	-227566	-5.99696e+006
3.62	-287535	-5.4144e+006
3.63	-341679	-4.67831e+006
3.64	-388462	-3.80361e+006
3.65	-426498	-2.80914e+006
3.66	-454590	-1.71731e+006
3.67	-471763	-553556
3.68	-477299	654157
3.69	-470757	1.87604e+006
3.7	-451997	3.08118e+006
3.71	-421185	4.23829e+006
3.72	-378802	5.31652e+006
3.73	-325637	6.28626e+006
3.74	-262774	7.11989e+006
3.75	-191575	7.79259e+006
3.76	-113649	8.28302e+006
3.77	-30819.1	8.57396e+006
3.78	54920.5	8.65286e+006
3.79	141449	8.51226e+006
3.8	226572	8.15015e+006
3.81	308073	7.57013e+006
3.82	383775	6.78146e+006
3.83	451589	5.799e+006
3.84	509579	4.64293e+006
3.85	556008	3.33841e+006
3.86	589393	1.91503e+006
3.87	608543	406182
3.88	612605	-1.15169e+006
3.89	601088	-2.71996e+006
3.9	573888	-4.25874e+006
3.91	531301	-5.72789e+006
3.92	474022	-7.08802e+006
3.93	403142	-8.30152e+006
3.94	320126	-9.33356e+006
3.95	226791	-1.01531e+007
3.96	125260	-1.07337e+007
3.97	17923.2	-1.10543e+007
3.98	-92620.1	-1.11002e+007
3.99	-203622	-1.08631e+007
4	-312253	-1.03418e+007
4.01	-415672	-9.54247e+006
4.02	-511097	-8.47835e+006
4.03	-595880	-7.16994e+006
4.04	-667579	-5.64449e+006
4.05	-724024	-3.93549e+006
4.06	-763379	-2.08198e+006
4.07	-784199	-127733
4.08	-785476	1.87982e+006
4.09	-766678	3.89064e+006
4.1	-727772	5.85333e+006
4.11	-669239	7.71643e+006
4.12	-592074	9.42968e+006
4.13	-497777	1.09454e+007
4.14	-388324	1.22197e+007
4.15	-266127	1.32138e+007
4.16	-133989	1.38951e+007
4.17	4962.39	1.42381e+007
4.18	147343	1.42254e+007
4.19	289597	1.38482e+007
4.2	428079	1.31068e+007
4.21	559148	1.20109e+007
4.22	679257	1.05795e+007
4.23	785052	8.84063e+006
4.24	873459	6.8309e+006
4.25	941768	4.59484e+006
4.26	987716	2.18392e+006
4.27	1.00956e+006	-344637
4.28	1.00611e+006	-2.9291e+006
4.29	976818	-5.50474e+006
4.3	921771	-8.00539e+006
4.31	841717	-1.03651e+007
4.32	738065	-1.25199e+007
4.33	612866	-1.44094e+007
4.34	468773	-1.59783e+007
4.35	308990	-1.71784e+007
4.36	137206	-1.79694e+007
4.37	-42487.8	-1.83206e+007
4.38	-225694	-1.82119e+007
4.39	-407813	-1.76341e+007
4.4	-584153	-1.65901e+007
4.41	-750054	-1.50946e+007
4.42	-901000	-1.31745e+007
4.43	-1.03275e+006	-1.08679e+007
4.44	-1.14142e+006	-8.22411e+006
4.45	-1.22367e+006	-5.30207e+006
4.46	-1.27669e+006	-2.16948e+006
4.47	-1.29838e+006	1.09884e+006
4.48	-1.28739e+006	4.42269e+006
4.49	-1.24317e+006	7.71842e+006
4.5	-1.16598e+006	1.09009e+007
4.51	-1.05697e+006	1.38858e+007
4.52	-918114	1.65917e+007
4.53	-752198	1.89421e+007
4.54	-562777	2.08677e+007
4.55	-354100	2.23084e+007
4.56	-131016	2.32149e+007
4.57	101133	2.35503e+007
4.58	336636	2.32914e+007
4.59	569550	2.24296e+007
4.6	793846	2.09716e+007
4.61	1.00356e+006	1.89393e+007
4.62	1.19295e+006	1.63702e+007
4.63	1.35666e+006	1.33162e+007
4.64	1.48982e+006	9.84319e+006
4.65	1.58825e+006	6.02926e+006
4.66	1.64854e+006	1.96333e+006
4.67	1.66818e+006	-2.25694e+006
4.68	1.64561e+006	-6.52747e+006
4.69	1.58033e+006	-1.07402e+007
4.7	1.47293e+006	-1.47859e+007
4.71	1.32507e+006	-1.85566e+007
4.72	1.13951e+006	-2.19488e+007
4.73	920018	-2.48659e+007
4.74	671359	-2.72211e+007
4.75	399148	-2.89398e+007
4.76	109750	-2.99616e+007
4.77	-189867	-3.02426e+007
4.78	-492293	-2.97565e+007
4.79	-789858	-2.84963e+007
4.8	-1.07482e+006	-2.64742e+007
4.81	-1.33956e+006	-2.37227e+007
4.82	-1.57679e+006	-2.02934e+007
4.83	-1.77972e+006	-1.62568e+007
4.84	-1.94229e+006	-1.17007e+007
4.85	-2.0593e+006	-6.72846e+006
4.86	-2.12658e+006	-1.45666e+006
4.87	-2.14115e+006	3.9874e+006
4.88	-2.10128e+006	9.46875e+006
4.89	-2.00659e+006	1.4848e+007
4.9	-1.85811e+006	1.99849e+007
4.91	-1.65826e+006	2.47416e+007
4.92	-1.41084e+006	2.89868e+007
4.93	-1.12098e+006	3.25986e+007
4.94	-794991	3.54683e+007
4.95	-440308	3.75034e+007
4.96	-65273.9	3.86306e+007
4.97	321032	3.87977e+007
4.98	709010	3.79759e+007
4.99	1.08877e+006	3.61608e+007
5	1.45038e+006	3.33736e+007
5.01	1.78411e+006	2.96606e+007
5.02	2.08072e+006	2.50933e+007
5.03	2.33165e+006	1.97666e+007
5.04	2.52932e+006	1.37976e+007
5.05	2.66729e+006	7.32256e+006
5.06	2.74052e+006	494288
5.07	2.74546e+006	-6.52144e+006
5.08	2.68025e+006	-1.35498e+007
5.09	2.54475e+006	-2.04113e+007
5.1	2.34064e+006	-2.69258e+007
5.11	2.07138e+006	-3.29178e+007
5.12	1.7422e+006	-3.82206e+007
5.13	1.35999e+006	-4.26806e+007
5.14	933188	-4.61622e+007
5.15	471566	-4.85512e+007
5.16	-13945.2	-4.97584e+007
5.17	-511529	-4.97227e+007
5.18	-1.00876e+006	-4.84131e+007
5.19	-1.49289e+006	-4.58307e+007
5.2	-1.95119e+006	-4.20089e+007
5.21	-2.37128e+006	-3.70139e+007
5.22	-2.74142e+006	-3.09434e+007
5.23	-3.05086e+006	-2.39254e+007
5.24	-3.29011e+006	-1.61152e+007
5.25	-3.45126e+006	-7.69248e+006
5.26	-3.52819e+006	1.14275e+006
5.27	-3.51676e+006	1.01749e+007
5.28	-3.41501e+006	1.91778e+007
5.29	-3.22323e+006	2.79202e+007
5.3	-2.94403e+006	3.61717e+007
5.31	-2.58231e+006	4.37084e+007
5.32	-2.14523e+006	5.03191e+007
5.33	-1.64204e+006	5.58109e+007
5.34	-1.08393e+006	6.00145e+007
5.35	-483782	6.27894e+007
5.36	144112	6.40279e+007
5.37	784391	6.3659e+007
5.38	1.42098e+006	6.16509e+007
5.39	2.03749e+006	5.80132e+007
5.4	2.61762e+006	5.27972e+007
5.41	3.14559e+006	4.60961e+007
5.42	3.60655e+006	3.80434e+007
5.43	3.98699e+006	2.88106e+007
5.44	4.2751e+006	1.86039e+007
5.45	4.46113e+006	7.65969e+006
5.46	4.53773e+006	-3.76082e+006
5.47	4.50012e+006	-1.53774e+007
5.48	4.34635e+006	-2.68977e+007
5.49	4.07737e+006	-3.80244e+007
5.5	3.69713e+006	-4.84625e+007
5.51	3.2125e+006	-5.79271e+007
5.52	2.63323e+006	-6.61511e+007
5.53	1.97172e+006	-7.28922e+007
5.54	1.2428e+006	-7.79398e+007
5.55	463402	-8.11214e+007
5.56	-347812	-8.23077e+007
5.57	-1.17089e+006	-8.14173e+007
5.58	-1.98506e+006	-7.84198e+007
5.59	-2.76926e+006	-7.3338e+007
5.6	-3.50264e+006	-6.62487e+007
5.61	-4.16513e+006	-5.7282e+007
5.62	-4.73795e+006	-4.66193e+007
5.63	-5.20414e+006	-3.44901e+007
5.64	-5.54904e+006	-2.11675e+007
5.65	-5.76072e+006	-6.96197e+006
5.66	-5.83034e+006	7.78546e+006
5.67	-5.75248e+006	2.27111e+007
5.68	-5.52537e+006	3.74375e+007
5.69	-5.15099e+006	5.15824e+007
5.7	-4.63517e+006	6.4769e+007
5.71	-3.98748e+006	7.6635e+007
5.72	-3.22113e+006	8.68429e+007
5.73	-2.3527e+006	9.5089e+007
5.74	-1.40181e+006	1.01112e+008
5.75	-390692	1.04701e+008
5.76	656314	1.05701e+008
5.77	1.71332e+006	1.04021e+008
5.78	2.75353e+006	9.96345e+007
5.79	3.74987e+006	9.25855e+007
5.8	4.67573e+006	8.29858e+007
5.81	5.50559e+006	7.10159e+007
5.82	6.21574e+006	5.69216e+007
5.83	6.78496e+006	4.10093e+007
5.84	7.19505e+006	2.36398e+007
5.85	7.43145e+006	5.22048e+006
5.86	7.48366e+006	-1.3804e+007
5.87	7.34562e+006	-3.29622e+007
5.88	7.01599e+006	-5.1767e+007
5.89	6.49833e+006	-6.97279e+007
5.9	5.80105e+006	-8.63636e+007
5.91	4.93741e+006	-1.01214e+008
5.92	3.92527e+006	-1.13854e+008
5.93	2.78673e+006	-1.23903e+008
5.94	1.5477e+006	-1.31037e+008
5.95	237330	-1.34999e+008
5.96	-1.11266e+006	-1.35606e+008
5.97	-2.46872e+006	-1.32758e+008
5.98	-3.7963e+006	-1.26438e+008
5.99	-5.06069e+006	-1.1672e+008
6	-6.22788e+006	-1.03764e+008
6.01	-7.26552e+006	-8.78208e+007
6.02	-8.14373e+006	-6.92211e+007
6.03	-8.83594e+006	-4.83732e+007
6.04	-9.31967e+006	-2.57531e+007
6.05	-9.57721e+006	-1.89478e+006
6.06	-9.59615e+006	2.26229e+007
6.07	-9.36992e+006	4.7189e+007
6.08	-8.89803e+006	7.1176e+007
6.09	-8.18627e+006	9.3955e+007
6.1	-7.24672e+006	1.14912e+008
6.11	-6.09761e+006	1.33463e+008
6.12	-4.76297e+006	1.49073e+008
6.13	-3.27224e+006	1.61267e+008
6.14	-1.65957e+006	1.69643e+008
6.15	36862.8	1.73892e+008
6.16	1.77578e+006	1.73798e+008
6.17	3.51376e+006	1.69252e+008
6.18	5.20627e+006	1.60256e+008
6.19	6.80884e+006	1.46928e+008
6.2	8.27812e+006	1.29498e+008
6.21	9.5731e+006	1.08306e+008
6.22	1.06562e+007	8.37986e+007
6.23	1.14941e+007	5.65188e+007
6.24	1.20593e+007	2.70938e+007
6.25	1.23303e+007	-3.77808e+006
6.26	1.22925e+007	-3.53436e+007
6.27	1.19391e+007	-6.68123e+007
6.28	1.12709e+007	-9.73763e+007
6.29	1.02972e+007	-1.2623e+008
6.3	9.03487e+006	-1.52591e+008
6.31	7.50896e+006	-1.7572e+008
6.32	5.75176e+006	-1.94943e+008
6.33	3.80233e+006	-2.09667e+008
6.34	1.70566e+006	-2.19401e+008
6.35	-488353	-2.23768e+008
6.36	-2.72603e+006	-2.22518e+008
6.37	-4.95121e+006	-2.15539e+008
6.38	-7.1066e+006	-2.02864e+008
6.39	-9.13524e+006	-1.84671e+008
6.4	-1.09819e+007	-1.61285e+008
6.41	-1.25948e+007	-1.33171e+008
6.42	-1.39265e+007	-1.00928e+008
6.43	-1.49358e+007	-6.52765e+007
6.44	-1.55886e+007	-2.70409e+007
6.45	-1.5859e+007	1.28658e+007
6.46	-1.57303e+007	5.34648e+007
6.47	-1.51957e+007	9.37343e+007
6.48	-1.42583e+007	1.32635e+008
6.49	-1.2932e+007	1.69136e+008
6.5	-1.12406e+007	2.02242e+008
6.51	-9.21817e+006	2.31018e+008
6.52	-6.90799e+006	2.54617e+008
6.53	-4.36182e+006	2.72301e+008
6.54	-1.63881e+006	2.83467e+008
6.55	1.19586e+006	2.87663e+008
6.56	4.07249e+006	2.84601e+008
6.57	6.91851e+006	2.74176e+008
6.58	9.66026e+006	2.56464e+008
6.59	1.22249e+007	2.31734e+008
6.6	1.45423e+007	2.00438e+008
6.61	1.65466e+007	1.6321e+008
6.62	1.81787e+007	1.20851e+008
6.63	1.93872e+007	7.43133e+007
6.64	2.01304e+007	2.46819e+007
6.65	2.03772e+007	-2.68518e+007
6.66	2.01087e+007	-7.90175e+007
6.67	1.93185e+007	-1.30496e+008
6.68	1.80135e+007	-1.79951e+008
6.69	1.6214e+007	-2.26066e+008
6.7	1.39534e+007	-2.67574e+008
6.71	1.12776e+007	-3.03294e+008
6.72	8.2447e+006	-3.32165e+008
6.73	4.92305e+006	-3.53272e+008
6.74	1.39033e+006	-3.65875e+008
6.75	-2.26841e+006	-3.69434e+008
6.76	-5.96275e+006	-3.63627e+008
6.77	-9.59902e+006	-3.48362e+008
6.78	-1.30826e+007	-3.23789e+008
6.79	-1.63205e+007	-2.90297e+008
6.8	-1.92235e+007	-2.48516e+008
6.81	-2.17087e+007	-1.99304e+008
6.82	-2.37017e+007	-1.4373e+008
6.83	-2.5139e+007	-8.30538e+007
6.84	-2.59695e+007	-1.8698e+007
6.85	-2.61565e+007	4.77841e+007
6.86	-2.56787e+007	1.14745e+008
6.87	-2.45312e+007	1.80482e+008
6.88	-2.27264e+007	2.43282e+008
6.89	-2.02936e+007	3.01462e+008
6.9	-1.7279e+007	3.53413e+008
6.91	-1.37448e+007	3.97647e+008
6.92	-9.76836e+006	4.32834e+008
6.93	-5.44002e+006	4.57841e+008
6.94	-861608	4.71768e+008
6.95	3.85607e+006	4.73973e+008
6.96	8.5958e+006	4.64102e+008
6.97	1.32368e+007	4.42097e+008
6.98	1.76578e+007	4.0821e+008
6.99	2.17399e+007	3.63006e+008
7	2.537e+007	3.07352e+008
7.01	2.84435e+007	2.42405e+008
7.02	3.08675e+007	1.6959e+008
7.03	3.25634e+007	9.0569e+007
7.04	3.34691e+007	7.20665e+006
7.05	3.35412e+007	-7.84743e+007
7.06	3.27564e+007	-1.6434e+008
7.07	3.1113e+007	-2.48196e+008
7.08	2.86311e+007	-3.27846e+008
7.09	2.53526e+007	-4.01141e+008
7.1	2.13412e+007	-4.66044e+008
7.11	1.66808e+007	-5.20677e+008
7.12	1.1474e+007	-5.6338e+008
7.13	5.8402e+006	-5.92754e+008
7.14	-87337.4	-6.07705e+008
7.15	-6.16438e+006	-6.07481e+008
7.16	-1.22392e+007	-5.917e+008
7.17	-1.81562e+007	-5.60368e+008
7.18	-2.37599e+007	-5.13888e+008
7.19	-2.88988e+007	-4.53063e+008
7.2	-3.34294e+007	-3.79082e+008
7.21	-3.72202e+007	-2.93503e+008
7.22	-4.01552e+007	-1.98219e+008
7.23	-4.21374e+007	-9.54216e+007
7.24	-4.30916e+007	1.24502e+007
7.25	-4.29671e+007	1.22765e+008
7.26	-4.17395e+007	2.32761e+008
7.27	-3.94119e+007	3.39614e+008
7.28	-3.60157e+007	4.40508e+008
7.29	-3.16107e+007	5.32708e+008
7.3	-2.62836e+007	6.13632e+008
7.31	-2.01473e+007	6.80918e+008
7.32	-1.33381e+007	7.32495e+008
7.33	-6.01314e+006	7.6664e+008
7.34	1.65327e+006	7.82034e+008
7.35	9.4736e+006	7.77801e+008
7.36	1.72516e+007	7.53549e+008
7.37	2.47871e+007	7.09385e+008
7.38	3.1881e+007	6.4593e+008
7.39	3.83403e+007	5.64315e+008
7.4	4.39834e+007	4.66164e+008
7.41	4.8645e+007	3.53566e+008
7.42	5.21807e+007	2.29035e+008
7.43	5.4471e+007	9.54522e+007
7.44	5.54256e+007	-4.39937e+007
7.45	5.49856e+007	-1.85883e+008
7.46	5.31268e+007	-3.26646e+008
7.47	4.98603e+007	-4.62651e+008
7.48	4.52338e+007	-5.90293e+008
7.49	3.93309e+007	-7.06092e+008
7.5	3.227e+007	-8.06779e+008
7.51	2.42022e+007	-8.8939e+008
7.52	1.53083e+007	-9.51348e+008
7.53	5.7948e+006	-9.90537e+008
7.54	-4.11057e+006	-1.00537e+009
7.55	-1.41643e+007	-9.94849e+008
7.56	-2.41128e+007	-9.58588e+008
7.57	-3.36987e+007	-8.96859e+008
7.58	-4.26672e+007	-8.10591e+008
7.59	-5.07732e+007	-7.01363e+008
7.6	-5.77868e+007	-5.71383e+008
7.61	-6.35006e+007	-4.23449e+008
7.62	-6.77351e+007	-2.60888e+008
7.63	-7.0344e+007	-8.74857e+007
7.64	-7.12188e+007	9.25948e+007
7.65	-7.02929e+007	2.74915e+008
7.66	-6.75437e+007	4.54865e+008
7.67	-6.29951e+007	6.27777e+008
7.68	-5.67173e+007	7.89044e+008
7.69	-4.88269e+007	9.34241e+008
7.7	-3.94845e+007	1.05924e+009
7.71	-2.88921e+007	1.16032e+009
7.72	-1.72889e+007	1.23428e+009
7.73	-4.94611e+006	1.27854e+009
7.74	7.8393e+006	1.2912e+009
7.75	2.07513e+007	1.27113e+009
7.76	3.34627e+007	1.21801e+009
7.77	4.56428e+007	1.13235e+009
7.78	5.69663e+007	1.0155e+009
7.79	6.71213e+007	8.69667e+008
7.8	7.58179e+007	6.97837e+008
7.81	8.27963e+007	5.03743e+008
7.82	8.78337e+007	2.91785e+008
7.83	9.07516e+007	6.69301e+007
7.84	9.14209e+007	-1.65394e+008
7.85	8.97669e+007	-3.99431e+008
7.86	8.57726e+007	-6.29235e+008
7.87	7.94803e+007	-8.48813e+008
7.88	7.09922e+007	-1.05228e+009
7.89	6.04693e+007	-1.23402e+009
7.9	4.81291e+007	-1.38882e+009
7.91	3.42409e+007	-1.51203e+009
7.92	1.91205e+007	-1.59969e+009
7.93	3.12363e+006	-1.64864e+009
7.94	-1.33628e+007	-1.65664e+009
7.95	-2.99291e+007	-1.62243e+009
7.96	-4.61534e+007	-1.54581e+009
7.97	-6.16115e+007	-1.42766e+009
7.98	-7.5888e+007	-1.26993e+009
7.99	-8.85873e+007	-1.07566e+009
8	-9.93439e+007	-8.48874e+008
8.01	-1.07833e+008	-5.94553e+008
8.02	-1.13778e+008	-3.18502e+008
8.03	-1.16963e+008	-2.72293e+007
8.04	-1.17235e+008	2.72196e+008
8.05	-1.14514e+008	5.72319e+008
8.06	-1.0879e+008	8.65474e+008
8.07	-1.00136e+008	1.14398e+009
8.08	-8.86958e+007	1.40032e+009
