t 	 x 	 z
3.75	-0.582274	-0.836162
3.76	-0.590636	-0.830339
3.77	-0.598939	-0.824433
3.78	-0.607183	-0.818444
3.79	-0.615368	-0.812372
3.8	-0.623492	-0.806218
3.81	-0.631554	-0.799983
3.82	-0.639554	-0.793668
3.83	-0.64749	-0.787272
3.84	-0.655363	-0.780797
3.85	-0.663171	-0.774243
3.86	-0.670913	-0.767612
3.87	-0.67859	-0.760903
3.88	-0.686199	-0.754117
3.89	-0.69374	-0.747255
3.9	-0.701212	-0.740317
3.91	-0.708615	-0.733305
3.92	-0.715949	-0.726219
3.93	-0.723211	-0.71906
3.94	-0.730401	-0.711827
3.95	-0.73752	-0.704523
3.96	-0.744565	-0.697148
3.97	-0.751536	-0.689703
3.98	-0.758433	-0.682187
3.99	-0.765255	-0.674603
4	-0.772001	-0.66695
4.01	-0.778671	-0.65923
4.02	-0.785263	-0.651444
4.03	-0.791777	-0.643591
4.04	-0.798213	-0.635673
4.05	-0.80457	-0.627691
4.06	-0.810847	-0.619645
4.07	-0.817043	-0.611537
4.08	-0.823159	-0.603366
4.09	-0.829193	-0.595135
4.1	-0.835144	-0.586843
4.11	-0.841012	-0.578492
4.12	-0.846797	-0.570081
4.13	-0.852498	-0.561613
4.14	-0.858114	-0.553088
4.15	-0.863645	-0.544507
4.16	-0.86909	-0.535871
4.17	-0.874449	-0.52718
4.18	-0.879721	-0.518435
4.19	-0.884905	-0.509638
4.2	-0.890001	-0.500789
4.21	-0.895009	-0.491889
4.22	-0.899928	-0.482939
4.23	-0.904758	-0.47394
4.24	-0.909497	-0.464892
4.25	-0.914146	-0.455797
4.26	-0.918704	-0.446656
4.27	-0.92317	-0.437469
4.28	-0.927545	-0.428237
4.29	-0.931827	-0.418962
4.3	-0.936017	-0.409643
4.31	-0.940114	-0.400283
4.32	-0.944116	-0.390882
4.33	-0.948025	-0.381441
4.34	-0.95184	-0.371961
4.35	-0.955559	-0.362442
4.36	-0.959184	-0.352887
4.37	-0.962712	-0.343295
4.38	-0.966145	-0.333668
4.39	-0.969482	-0.324006
4.4	-0.972722	-0.314311
4.41	-0.975865	-0.304584
4.42	-0.978911	-0.294826
4.43	-0.981859	-0.285036
4.44	-0.98471	-0.275218
4.45	-0.987462	-0.265371
4.46	-0.990116	-0.255496
4.47	-0.992671	-0.245595
4.48	-0.995127	-0.235668
4.49	-0.997483	-0.225717
4.5	-0.99974	-0.215742
4.51	-1.0019	-0.205745
4.52	-1.00396	-0.195726
4.53	-1.00591	-0.185686
4.54	-1.00777	-0.175627
4.55	-1.00953	-0.165549
4.56	-1.01118	-0.155454
4.57	-1.01274	-0.145342
4.58	-1.01419	-0.135215
4.59	-1.01554	-0.125073
4.6	-1.01679	-0.114918
4.61	-1.01794	-0.10475
4.62	-1.01899	-0.0945704
4.63	-1.01993	-0.0843805
4.64	-1.02078	-0.0741811
4.65	-1.02152	-0.0639734
4.66	-1.02216	-0.0537582
4.67	-1.0227	-0.0435366
4.68	-1.02313	-0.0333096
4.69	-1.02347	-0.0230783
4.7	-1.0237	-0.0128436
4.71	-1.02382	-0.00260663
4.72	-1.02385	0.00763162
4.73	-1.02377	0.0178701
4.74	-1.0236	0.0281079
4.75	-1.02331	0.0383438
4.76	-1.02293	0.048577
4.77	-1.02245	0.0588063
4.78	-1.02186	0.0690308
4.79	-1.02117	0.0792493
4.8	-1.02037	0.089461
4.81	-1.01948	0.0996648
4.82	-1.01848	0.10986
4.83	-1.01739	0.120044
4.84	-1.01618	0.130218
4.85	-1.01488	0.14038
4.86	-1.01348	0.150529
4.87	-1.01197	0.160664
4.88	-1.01037	0.170783
4.89	-1.00866	0.180887
4.9	-1.00685	0.190974
4.91	-1.00494	0.201042
4.92	-1.00293	0.211092
4.93	-1.00082	0.221121
4.94	-0.998608	0.231129
4.95	-0.996296	0.241115
4.96	-0.993885	0.251078
4.97	-0.991374	0.261017
4.98	-0.988764	0.270931
4.99	-0.986055	0.280818
5	-0.983247	0.290679
5.01	-0.98034	0.300511
5.02	-0.977335	0.310315
5.03	-0.974232	0.320088
5.04	-0.971031	0.32983
5.05	-0.967733	0.339541
5.06	-0.964337	0.349218
5.07	-0.960845	0.358861
5.08	-0.957256	0.36847
5.09	-0.953572	0.378042
5.1	-0.949791	0.387578
5.11	-0.945915	0.397076
5.12	-0.941945	0.406535
5.13	-0.937879	0.415955
5.14	-0.93372	0.425333
5.15	-0.929466	0.434671
5.16	-0.92512	0.443965
5.17	-0.92068	0.453217
5.18	-0.916148	0.462423
5.19	-0.911524	0.471585
5.2	-0.906808	0.4807
5.21	-0.902001	0.489768
5.22	-0.897103	0.498788
5.23	-0.892115	0.507759
5.24	-0.887038	0.51668
5.25	-0.881871	0.525551
5.26	-0.876615	0.534369
5.27	-0.871272	0.543136
5.28	-0.86584	0.551848
5.29	-0.860322	0.560507
5.3	-0.854717	0.56911
5.31	-0.849026	0.577657
5.32	-0.843249	0.586147
5.33	-0.837388	0.59458
5.34	-0.831442	0.602954
5.35	-0.825412	0.611268
5.36	-0.8193	0.619522
5.37	-0.813104	0.627715
5.38	-0.806827	0.635846
5.39	-0.800469	0.643915
5.4	-0.79403	0.651919
5.41	-0.78751	0.65986
5.42	-0.780912	0.667735
5.43	-0.774234	0.675544
5.44	-0.767479	0.683286
5.45	-0.760646	0.690961
5.46	-0.753737	0.698567
5.47	-0.746751	0.706105
5.48	-0.73969	0.713572
5.49	-0.732554	0.720969
5.5	-0.725344	0.728295
5.51	-0.718062	0.735548
5.52	-0.710706	0.742729
5.53	-0.703279	0.749836
5.54	-0.69578	0.756869
5.55	-0.688212	0.763826
5.56	-0.680573	0.770708
5.57	-0.672866	0.777514
5.58	-0.665091	0.784243
5.59	-0.657249	0.790894
5.6	-0.64934	0.797466
5.61	-0.641365	0.80396
5.62	-0.633326	0.810373
5.63	-0.625222	0.816707
5.64	-0.617055	0.822959
5.65	-0.608825	0.829129
5.66	-0.600534	0.835218
5.67	-0.592182	0.841223
5.68	-0.583769	0.847145
5.69	-0.575298	0.852982
5.7	-0.566768	0.858735
5.71	-0.558181	0.864403
5.72	-0.549537	0.869985
5.73	-0.540837	0.87548
5.74	-0.532082	0.880889
5.75	-0.523273	0.88621
5.76	-0.514411	0.891442
5.77	-0.505497	0.896586
5.78	-0.496531	0.901641
5.79	-0.487515	0.906607
5.8	-0.478448	0.911482
5.81	-0.469334	0.916266
5.82	-0.460171	0.92096
5.83	-0.450961	0.925561
5.84	-0.441706	0.930071
5.85	-0.432405	0.934488
5.86	-0.42306	0.938812
5.87	-0.413672	0.943043
5.88	-0.404242	0.947179
5.89	-0.39477	0.951222
5.9	-0.385258	0.955169
5.91	-0.375706	0.959022
5.92	-0.366116	0.962779
5.93	-0.356488	0.96644
5.94	-0.346823	0.970005
5.95	-0.337123	0.973473
5.96	-0.327389	0.976845
5.97	-0.31762	0.980118
5.98	-0.307819	0.983295
5.99	-0.297986	0.986373
6	-0.288122	0.989353
6.01	-0.278229	0.992234
6.02	-0.268307	0.995016
6.03	-0.258356	0.997699
6.04	-0.248379	1.00028
6.05	-0.238377	1.00277
6.06	-0.228349	1.00515
6.07	-0.218297	1.00743
6.08	-0.208223	1.00962
6.09	-0.198127	1.0117
6.1	-0.18801	1.01368
6.11	-0.177873	1.01556
6.12	-0.167717	1.01734
6.13	-0.157544	1.01902
6.14	-0.147354	1.02059
6.15	-0.137148	1.02207
6.16	-0.126927	1.02344
6.17	-0.116693	1.02471
6.18	-0.106446	1.02587
6.19	-0.0961872	1.02694
6.2	-0.0859178	1.0279
6.21	-0.0756388	1.02876
6.22	-0.0653512	1.02951
6.23	-0.0550561	1.03017
6.24	-0.0447544	1.03072
6.25	-0.0344472	1.03117
6.26	-0.0241355	1.03151
6.27	-0.0138204	1.03175
6.28	-0.0035029	1.03189
6.29	0.00681601	1.03193
6.3	0.0171353	1.03186
6.31	0.0274538	1.03169
6.32	0.0377707	1.03141
6.33	0.0480848	1.03103
6.34	0.0583952	1.03055
6.35	0.0687007	1.02997
6.36	0.0790004	1.02928
6.37	0.0892932	1.02849
6.38	0.0995781	1.0276
6.39	0.109854	1.0266
6.4	0.12012	1.0255
6.41	0.130375	1.0243
6.42	0.140618	1.023
6.43	0.150848	1.02159
6.44	0.161064	1.02009
6.45	0.171265	1.01847
6.46	0.18145	1.01676
6.47	0.191617	1.01495
6.48	0.201767	1.01303
6.49	0.211897	1.01101
6.5	0.222007	1.00889
6.51	0.232096	1.00667
6.52	0.242163	1.00435
6.53	0.252207	1.00193
6.54	0.262226	0.99941
6.55	0.27222	0.996788
6.56	0.282188	0.994065
6.57	0.292128	0.991244
6.58	0.302041	0.988322
6.59	0.311924	0.985302
6.6	0.321777	0.982183
6.61	0.331599	0.978965
6.62	0.341389	0.975649
6.63	0.351145	0.972235
6.64	0.360867	0.968723
6.65	0.370555	0.965115
6.66	0.380206	0.961409
6.67	0.38982	0.957607
6.68	0.399396	0.953709
6.69	0.408933	0.949715
6.7	0.41843	0.945626
6.71	0.427887	0.941441
6.72	0.437301	0.937163
6.73	0.446673	0.93279
6.74	0.456	0.928323
6.75	0.465284	0.923763
6.76	0.474521	0.91911
6.77	0.483712	0.914365
6.78	0.492856	0.909528
6.79	0.501951	0.904599
6.8	0.510997	0.89958
6.81	0.519993	0.89447
6.82	0.528938	0.88927
6.83	0.537831	0.88398
6.84	0.54667	0.878602
6.85	0.555456	0.873135
6.86	0.564188	0.867581
6.87	0.572863	0.861939
6.88	0.581483	0.85621
6.89	0.590045	0.850395
6.9	0.598549	0.844495
6.91	0.606994	0.838509
6.92	0.615379	0.83244
6.93	0.623703	0.826286
6.94	0.631966	0.820049
6.95	0.640167	0.813729
6.96	0.648304	0.807327
6.97	0.656377	0.800844
6.98	0.664386	0.794281
6.99	0.672329	0.787637
7	0.680205	0.780913
7.01	0.688014	0.774111
7.02	0.695755	0.767231
7.03	0.703427	0.760274
7.04	0.71103	0.753239
7.05	0.718563	0.746129
7.06	0.726024	0.738943
7.07	0.733413	0.731683
7.08	0.74073	0.724349
7.09	0.747974	0.716942
7.1	0.755143	0.709462
7.11	0.762238	0.701911
7.12	0.769257	0.694288
7.13	0.7762	0.686596
7.14	0.783066	0.678834
7.15	0.789854	0.671003
7.16	0.796564	0.663104
7.17	0.803195	0.655139
7.18	0.809746	0.647107
7.19	0.816217	0.639009
7.2	0.822608	0.630847
7.21	0.828916	0.622621
7.22	0.835142	0.614332
7.23	0.841286	0.605981
7.24	0.847345	0.597568
7.25	0.853321	0.589094
7.26	0.859212	0.580561
7.27	0.865018	0.571969
7.28	0.870737	0.563319
7.29	0.87637	0.554611
7.3	0.881917	0.545848
7.31	0.887375	0.537029
7.32	0.892745	0.528155
7.33	0.898027	0.519227
7.34	0.903219	0.510247
7.35	0.908322	0.501215
7.36	0.913334	0.492132
7.37	0.918255	0.482998
7.38	0.923085	0.473816
7.39	0.927823	0.464585
7.4	0.932469	0.455307
7.41	0.937022	0.445982
7.42	0.941482	0.436612
7.43	0.945848	0.427197
7.44	0.95012	0.417738
7.45	0.954297	0.408237
7.46	0.95838	0.398694
7.47	0.962367	0.38911
7.48	0.966258	0.379487
7.49	0.970053	0.369824
7.5	0.973751	0.360124
7.51	0.977352	0.350386
7.52	0.980856	0.340613
7.53	0.984262	0.330804
7.54	0.98757	0.320961
7.55	0.99078	0.311086
7.56	0.993891	0.301178
7.57	0.996903	0.291239
7.58	0.999815	0.28127
7.59	1.00263	0.271272
7.6	1.00534	0.261246
7.61	1.00795	0.251192
7.62	1.01046	0.241113
7.63	1.01288	0.231008
7.64	1.01519	0.220879
7.65	1.01739	0.210727
7.66	1.0195	0.200553
7.67	1.02151	0.190358
7.68	1.02341	0.180143
7.69	1.02521	0.169909
7.7	1.02691	0.159657
7.71	1.02851	0.149388
7.72	1.03	0.139103
7.73	1.03139	0.128803
7.74	1.03268	0.118489
7.75	1.03387	0.108162
7.76	1.03495	0.0978235
7.77	1.03593	0.0874741
7.78	1.0368	0.0771148
7.79	1.03757	0.0667468
7.8	1.03824	0.0563711
7.81	1.0388	0.0459887
7.82	1.03926	0.0356007
7.83	1.03962	0.025208
7.84	1.03987	0.0148118
7.85	1.04002	0.00441312
7.86	1.04006	-0.00598707
7.87	1.04	-0.0163877
7.88	1.03984	-0.0267877
7.89	1.03957	-0.0371861
7.9	1.0392	-0.0475818
7.91	1.03872	-0.0579738
7.92	1.03814	-0.0683611
7.93	1.03746	-0.0787425
7.94	1.03667	-0.0891171
7.95	1.03578	-0.0994839
7.96	1.03479	-0.109842
7.97	1.03369	-0.12019
7.98	1.03249	-0.130526
7.99	1.03118	-0.140851
8	1.02977	-0.151163
8.01	1.02826	-0.161461
8.02	1.02665	-0.171743
8.03	1.02493	-0.18201
8.04	1.02311	-0.192259
8.05	1.02119	-0.20249
8.06	1.01916	-0.212702
8.07	1.01703	-0.222894
8.08	1.01481	-0.233064
8.09	1.01248	-0.243212
8.1	1.01004	-0.253337
8.11	1.00751	-0.263437
8.12	1.00488	-0.273512
8.13	1.00214	-0.283561
8.14	0.999305	-0.293583
8.15	0.996369	-0.303576
8.16	0.993333	-0.313539
8.17	0.990198	-0.323473
8.18	0.986963	-0.333375
8.19	0.983629	-0.343244
8.2	0.980197	-0.353081
8.21	0.976666	-0.362883
8.22	0.973037	-0.372649
8.23	0.969311	-0.38238
8.24	0.965487	-0.392073
8.25	0.961566	-0.401728
8.26	0.957549	-0.411343
8.27	0.953435	-0.420919
8.28	0.949226	-0.430453
8.29	0.944922	-0.439945
8.3	0.940522	-0.449395
8.31	0.936028	-0.4588
8.32	0.93144	-0.46816
8.33	0.926759	-0.477474
8.34	0.921984	-0.486742
8.35	0.917116	-0.495962
8.36	0.912157	-0.505133
8.37	0.907105	-0.514255
8.38	0.901963	-0.523326
8.39	0.89673	-0.532345
8.4	0.891406	-0.541313
8.41	0.885993	-0.550227
8.42	0.880491	-0.559087
8.43	0.8749	-0.567891
8.44	0.869221	-0.57664
8.45	0.863455	-0.585333
8.46	0.857601	-0.593967
8.47	0.851662	-0.602543
8.48	0.845636	-0.61106
8.49	0.839526	-0.619516
8.5	0.83333	-0.627911
8.51	0.827051	-0.636245
8.52	0.820689	-0.644515
8.53	0.814244	-0.652722
8.54	0.807716	-0.660865
8.55	0.801108	-0.668942
8.56	0.794418	-0.676953
8.57	0.787649	-0.684897
8.58	0.7808	-0.692774
8.59	0.773872	-0.700582
8.6	0.766866	-0.70832
8.61	0.759783	-0.715989
8.62	0.752623	-0.723587
8.63	0.745387	-0.731113
8.64	0.738076	-0.738567
8.65	0.730691	-0.745948
8.66	0.723231	-0.753255
8.67	0.715699	-0.760487
8.68	0.708094	-0.767644
8.69	0.700417	-0.774725
8.7	0.69267	-0.781729
8.71	0.684853	-0.788656
8.72	0.676966	-0.795504
8.73	0.669011	-0.802274
8.74	0.660988	-0.808964
8.75	0.652899	-0.815574
8.76	0.644743	-0.822103
8.77	0.636522	-0.82855
8.78	0.628237	-0.834915
8.79	0.619887	-0.841198
8.8	0.611475	-0.847397
8.81	0.603001	-0.853511
8.82	0.594466	-0.859541
8.83	0.585871	-0.865486
8.84	0.577216	-0.871345
8.85	0.568503	-0.877117
8.86	0.559731	-0.882802
8.87	0.550903	-0.888399
8.88	0.542019	-0.893908
8.89	0.53308	-0.899329
8.9	0.524087	-0.904659
8.91	0.51504	-0.9099
8.92	0.505941	-0.915051
8.93	0.496791	-0.92011
8.94	0.48759	-0.925078
8.95	0.478339	-0.929954
8.96	0.46904	-0.934737
8.97	0.459692	-0.939428
8.98	0.450298	-0.944025
8.99	0.440858	-0.948528
9	0.431372	-0.952936
9.01	0.421843	-0.95725
9.02	0.41227	-0.961468
9.03	0.402656	-0.965591
9.04	0.393	-0.969618
9.05	0.383304	-0.973548
9.06	0.373568	-0.977381
9.07	0.363794	-0.981116
9.08	0.353983	-0.984754
9.09	0.344136	-0.988294
9.1	0.334253	-0.991735
9.11	0.324335	-0.995078
9.12	0.314385	-0.998321
9.13	0.304401	-1.00147
9.14	0.294387	-1.00451
9.15	0.284342	-1.00745
9.16	0.274267	-1.0103
9.17	0.264164	-1.01304
9.18	0.254034	-1.01568
9.19	0.243877	-1.01822
9.2	0.233695	-1.02066
9.21	0.223488	-1.023
9.22	0.213258	-1.02523
9.23	0.203006	-1.02736
9.24	0.192732	-1.02939
9.25	0.182438	-1.03132
9.26	0.172125	-1.03315
9.27	0.161794	-1.03487
9.28	0.151445	-1.03649
9.29	0.14108	-1.038
9.3	0.1307	-1.03941
9.31	0.120306	-1.04072
9.32	0.109899	-1.04192
9.33	0.0994796	-1.04302
9.34	0.0890494	-1.04401
9.35	0.0786093	-1.0449
9.36	0.0681602	-1.04569
9.37	0.0577033	-1.04637
