t 	 x 	 z
1.3	0.410737	4.19409
1.31	0.452677	4.12837
1.32	0.493961	4.05594
1.33	0.534521	3.97691
1.34	0.57429	3.89139
1.35	0.613204	3.7995
1.36	0.651199	3.70139
1.37	0.688212	3.5972
1.38	0.724184	3.48708
1.39	0.759055	3.37121
1.4	0.792767	3.24976
1.41	0.825265	3.12292
1.42	0.856494	2.99088
1.43	0.886403	2.85384
1.44	0.914941	2.71202
1.45	0.942062	2.56563
1.46	0.967718	2.4149
1.47	0.991867	2.26006
1.48	1.01447	2.10136
1.49	1.03548	1.93905
1.5	1.05487	1.77337
1.51	1.07261	1.60459
1.52	1.08865	1.43297
1.53	1.10298	1.25879
1.54	1.11557	1.08231
1.55	1.12639	0.903822
1.56	1.13543	0.723599
1.57	1.14267	0.54193
1.58	1.14809	0.359103
1.59	1.15168	0.17541
1.6	1.15343	-0.00885846
1.61	1.15334	-0.193407
1.62	1.15141	-0.377942
1.63	1.14763	-0.562167
1.64	1.14201	-0.745788
1.65	1.13455	-0.928509
1.66	1.12526	-1.11004
1.67	1.11416	-1.29008
1.68	1.10126	-1.46835
1.69	1.08658	-1.64455
1.7	1.07013	-1.8184
1.71	1.05195	-1.98962
1.72	1.03205	-2.15793
1.73	1.01047	-2.32306
1.74	0.987244	-2.48474
1.75	0.962396	-2.6427
1.76	0.935969	-2.79668
1.77	0.908002	-2.94644
1.78	0.878538	-3.09172
1.79	0.847621	-3.23228
1.8	0.815298	-3.3679
1.81	0.781619	-3.49835
1.82	0.746636	-3.62341
1.83	0.710402	-3.74287
1.84	0.672973	-3.85653
1.85	0.634408	-3.96421
1.86	0.594765	-4.06571
1.87	0.554108	-4.16088
1.88	0.5125	-4.24953
1.89	0.470004	-4.33153
1.9	0.426689	-4.40673
1.91	0.382621	-4.47501
1.92	0.337871	-4.53622
1.93	0.292509	-4.59028
1.94	0.246606	-4.63709
1.95	0.200235	-4.67654
1.96	0.15347	-4.70858
1.97	0.106384	-4.73314
1.98	0.0590529	-4.75016
1.99	0.0115513	-4.75961
2	-0.0360447	-4.76145
2.01	-0.0836592	-4.75569
2.02	-0.131216	-4.7423
2.03	-0.178639	-4.72131
2.04	-0.225852	-4.69272
2.05	-0.272779	-4.65659
2.06	-0.319345	-4.61294
2.07	-0.365475	-4.56185
2.08	-0.411093	-4.50337
2.09	-0.456127	-4.4376
2.1	-0.500503	-4.36462
2.11	-0.544149	-4.28454
2.12	-0.586994	-4.19747
2.13	-0.628969	-4.10355
2.14	-0.670005	-4.00292
2.15	-0.710034	-3.89572
2.16	-0.748991	-3.78211
2.17	-0.786812	-3.66227
2.18	-0.823435	-3.53638
2.19	-0.858799	-3.40463
2.2	-0.892845	-3.26723
2.21	-0.925517	-3.12437
2.22	-0.956761	-2.97629
2.23	-0.986524	-2.82321
2.24	-1.01476	-2.66536
2.25	-1.04141	-2.503
2.26	-1.06644	-2.33638
2.27	-1.0898	-2.16575
2.28	-1.11146	-1.99138
2.29	-1.13137	-1.81354
2.3	-1.14951	-1.63252
2.31	-1.16584	-1.4486
2.32	-1.18032	-1.26207
2.33	-1.19294	-1.07322
2.34	-1.20367	-0.882346
2.35	-1.2125	-0.689758
2.36	-1.2194	-0.495759
2.37	-1.22435	-0.300655
2.38	-1.22736	-0.104759
2.39	-1.22841	0.0916186
2.4	-1.22749	0.288164
2.41	-1.22461	0.484562
2.42	-1.21976	0.6805
2.43	-1.21296	0.875662
2.44	-1.2042	1.06974
2.45	-1.1935	1.26241
2.46	-1.18088	1.45337
2.47	-1.16635	1.64231
2.48	-1.14992	1.82892
2.49	-1.13163	2.01291
2.5	-1.11151	2.19397
2.51	-1.08957	2.37181
2.52	-1.06585	2.54615
2.53	-1.04039	2.71668
2.54	-1.01322	2.88314
2.55	-0.984388	3.04526
2.56	-0.953935	3.20276
2.57	-0.921908	3.35539
2.58	-0.888354	3.50289
2.59	-0.853325	3.64503
2.6	-0.816874	3.78156
2.61	-0.779059	3.91226
2.62	-0.739936	4.03691
2.63	-0.699567	4.1553
2.64	-0.658014	4.26723
2.65	-0.615342	4.37251
2.66	-0.571617	4.47097
2.67	-0.526907	4.56243
2.68	-0.481283	4.64673
2.69	-0.434815	4.72374
2.7	-0.387578	4.79331
2.71	-0.339645	4.85532
2.72	-0.291092	4.90966
2.73	-0.241995	4.95624
2.74	-0.192432	4.99496
2.75	-0.142483	5.02575
2.76	-0.0922254	5.04854
2.77	-0.04174	5.0633
2.78	0.00889304	5.06998
2.79	0.0595928	5.06856
2.8	0.110278	5.05902
2.81	0.160869	5.04138
2.82	0.211282	5.01564
2.83	0.261439	4.98183
2.84	0.311257	4.94
2.85	0.360657	4.8902
2.86	0.409559	4.8325
2.87	0.457884	4.76697
2.88	0.505554	4.69371
2.89	0.552491	4.61282
2.9	0.598619	4.52442
2.91	0.643863	4.42864
2.92	0.68815	4.32562
2.93	0.731406	4.21552
2.94	0.773561	4.09849
2.95	0.814546	3.97472
2.96	0.854293	3.8444
2.97	0.892737	3.70771
2.98	0.929814	3.56487
2.99	0.965463	3.4161
3	0.999624	3.26163
3.01	1.03224	3.10169
3.02	1.06326	2.93653
3.03	1.09262	2.76641
3.04	1.12029	2.59159
3.05	1.1462	2.41234
3.06	1.17033	2.22895
3.07	1.19262	2.0417
3.08	1.21303	1.85088
3.09	1.23154	1.65679
3.1	1.24811	1.45975
3.11	1.26271	1.26005
3.12	1.27531	1.05802
3.13	1.28589	0.853967
3.14	1.29443	0.648225
3.15	1.30091	0.441117
3.16	1.30532	0.232972
3.17	1.30765	0.0241206
3.18	1.30789	-0.185103
3.19	1.30604	-0.394366
3.2	1.3021	-0.603332
3.21	1.29606	-0.811668
3.22	1.28795	-1.01904
3.23	1.27776	-1.22511
3.24	1.2655	-1.42955
3.25	1.25121	-1.63203
3.26	1.23489	-1.83222
3.27	1.21657	-2.02981
3.28	1.19627	-2.22446
3.29	1.17402	-2.41586
3.3	1.14987	-2.6037
3.31	1.12383	-2.78768
3.32	1.09595	-2.9675
3.33	1.06628	-3.14285
3.34	1.03485	-3.31345
3.35	1.00171	-3.47903
3.36	0.966923	-3.6393
3.37	0.93053	-3.79401
3.38	0.89259	-3.94289
3.39	0.853161	-4.08571
3.4	0.812304	-4.22221
3.41	0.770082	-4.35218
3.42	0.72656	-4.4754
3.43	0.681806	-4.59165
3.44	0.63589	-4.70073
3.45	0.588883	-4.80248
3.46	0.540858	-4.8967
3.47	0.491891	-4.98324
3.48	0.442058	-5.06194
3.49	0.391439	-5.13267
3.5	0.340112	-5.1953
3.51	0.288159	-5.24972
3.52	0.235662	-5.29582
3.53	0.182704	-5.33353
3.54	0.129369	-5.36276
3.55	0.0757411	-5.38346
3.56	0.0219065	-5.39558
3.57	-0.0320492	-5.39908
3.58	-0.0860401	-5.39395
3.59	-0.13998	-5.38019
3.6	-0.193781	-5.35779
3.61	-0.247359	-5.32679
3.62	-0.300627	-5.28721
3.63	-0.353499	-5.23911
3.64	-0.40589	-5.18255
3.65	-0.457716	-5.11761
3.66	-0.508892	-5.04437
3.67	-0.559336	-4.96295
3.68	-0.608965	-4.87346
3.69	-0.6577	-4.77602
3.7	-0.70546	-4.67079
3.71	-0.752168	-4.55792
3.72	-0.797747	-4.43757
3.73	-0.842123	-4.30993
3.74	-0.885222	-4.17519
3.75	-0.926974	-4.03355
3.76	-0.967309	-3.88524
3.77	-1.00616	-3.73047
3.78	-1.04347	-3.56948
3.79	-1.07916	-3.40253
3.8	-1.11319	-3.22986
3.81	-1.14549	-3.05175
3.82	-1.176	-2.86847
3.83	-1.20469	-2.68031
3.84	-1.23149	-2.48756
3.85	-1.25637	-2.29053
3.86	-1.27927	-2.08951
3.87	-1.30017	-1.88482
3.88	-1.31901	-1.6768
3.89	-1.33578	-1.46575
3.9	-1.35044	-1.25203
3.91	-1.36296	-1.03596
3.92	-1.37332	-0.817885
3.93	-1.3815	-0.598154
3.94	-1.38748	-0.377114
3.95	-1.39125	-0.155117
3.96	-1.3928	0.0674831
3.97	-1.39213	0.290332
3.98	-1.38922	0.513072
3.99	-1.38409	0.735348
4	-1.37674	0.956803
4.01	-1.36717	1.17708
4.02	-1.3554	1.39583
4.03	-1.34144	1.61269
4.04	-1.32532	1.82732
4.05	-1.30704	2.03937
4.06	-1.28665	2.2485
4.07	-1.26416	2.45437
4.08	-1.23962	2.65663
4.09	-1.21305	2.85497
4.1	-1.1845	3.04906
4.11	-1.15401	3.23858
4.12	-1.12163	3.42322
4.13	-1.0874	3.60268
4.14	-1.05137	3.77667
4.15	-1.0136	3.94489
4.16	-0.974154	4.10706
4.17	-0.933083	4.26293
4.18	-0.890454	4.41222
4.19	-0.846332	4.55469
4.2	-0.800785	4.69011
4.21	-0.753884	4.81823
4.22	-0.705701	4.93885
4.23	-0.656313	5.05177
4.24	-0.605795	5.15678
4.25	-0.554227	5.2537
4.26	-0.50169	5.34238
4.27	-0.448267	5.42265
4.28	-0.39404	5.49437
4.29	-0.339096	5.55742
4.3	-0.283522	5.61167
4.31	-0.227405	5.65704
4.32	-0.170835	5.69342
4.33	-0.113901	5.72076
4.34	-0.0566933	5.73898
4.35	0.000696511	5.74805
4.36	0.058177	5.74794
4.37	0.115656	5.73863
4.38	0.173043	5.72013
4.39	0.230244	5.69244
4.4	0.287168	5.6556
4.41	0.343724	5.60965
4.42	0.399821	5.55466
4.43	0.455368	5.49069
4.44	0.510274	5.41783
4.45	0.564453	5.33618
4.46	0.617814	5.24587
4.47	0.670273	5.14702
4.48	0.721743	5.03978
4.49	0.772141	4.9243
4.5	0.821384	4.80076
4.51	0.869392	4.66933
4.52	0.916085	4.53023
4.53	0.961387	4.38366
4.54	1.00522	4.22984
4.55	1.04752	4.069
4.56	1.08821	3.9014
4.57	1.12723	3.72728
4.58	1.1645	3.54693
4.59	1.19997	3.36061
4.6	1.23357	3.16861
4.61	1.26526	2.97124
4.62	1.29497	2.7688
4.63	1.32266	2.5616
4.64	1.34828	2.34998
4.65	1.37178	2.13425
4.66	1.39312	1.91477
4.67	1.41227	1.69187
4.68	1.42919	1.46591
4.69	1.44384	1.23724
4.7	1.45622	1.00622
4.71	1.46628	0.773227
4.72	1.47401	0.538622
4.73	1.4794	0.30278
4.74	1.48243	0.0660764
4.75	1.48309	-0.171112
4.76	1.48138	-0.408405
4.77	1.47729	-0.645425
4.78	1.47084	-0.881792
4.79	1.46202	-1.11713
4.8	1.45085	-1.35105
4.81	1.43734	-1.58318
4.82	1.42151	-1.81316
4.83	1.40337	-2.0406
4.84	1.38297	-2.26514
4.85	1.36032	-2.48641
4.86	1.33545	-2.70406
4.87	1.30841	-2.91774
4.88	1.27923	-3.12708
4.89	1.24796	-3.33176
4.9	1.21465	-3.53143
4.91	1.17933	-3.72578
4.92	1.14207	-3.91447
4.93	1.10293	-4.0972
4.94	1.06196	-4.27367
4.95	1.01922	-4.44358
4.96	0.974784	-4.60666
4.97	0.928718	-4.76263
4.98	0.881092	-4.91122
4.99	0.831979	-5.05219
5	0.781457	-5.18531
5.01	0.729604	-5.31034
5.02	0.676501	-5.42708
5.03	0.62223	-5.53532
5.04	0.566877	-5.63488
5.05	0.510528	-5.72558
5.06	0.453272	-5.80726
5.07	0.3952	-5.87979
5.08	0.336402	-5.94302
5.09	0.276972	-5.99684
5.1	0.217003	-6.04116
5.11	0.156592	-6.07588
5.12	0.0958328	-6.10093
5.13	0.0348234	-6.11627
5.14	-0.0263392	-6.12184
5.15	-0.0875576	-6.11762
5.16	-0.148734	-6.10361
5.17	-0.20977	-6.07982
5.18	-0.270568	-6.04625
5.19	-0.331031	-6.00296
5.2	-0.39106	-5.95
5.21	-0.45056	-5.88743
5.22	-0.509435	-5.81534
5.23	-0.567588	-5.73383
5.24	-0.624926	-5.64302
5.25	-0.681356	-5.54303
5.26	-0.736787	-5.43401
5.27	-0.791127	-5.31612
5.28	-0.844288	-5.18954
5.29	-0.896183	-5.05446
5.3	-0.946728	-4.91107
5.31	-0.995839	-4.75959
5.32	-1.04343	-4.60026
5.33	-1.08944	-4.43331
5.34	-1.13377	-4.259
5.35	-1.17636	-4.07759
5.36	-1.21714	-3.88938
5.37	-1.25603	-3.69464
5.38	-1.29298	-3.49367
5.39	-1.32791	-3.28679
5.4	-1.36078	-3.07433
5.41	-1.39152	-2.8566
5.42	-1.42009	-2.63396
5.43	-1.44643	-2.40675
5.44	-1.4705	-2.17532
5.45	-1.49225	-1.94004
5.46	-1.51165	-1.70128
5.47	-1.52866	-1.45941
5.48	-1.54326	-1.21483
5.49	-1.55541	-0.967905
5.5	-1.56509	-0.71904
5.51	-1.57228	-0.468626
5.52	-1.57696	-0.217062
5.53	-1.57913	0.0352516
5.54	-1.57878	0.287913
5.55	-1.5759	0.540518
5.56	-1.5705	0.792662
5.57	-1.56257	1.04394
5.58	-1.55213	1.29395
5.59	-1.53919	1.54229
5.6	-1.52377	1.78856
5.61	-1.50588	2.03237
5.62	-1.48556	2.27331
5.63	-1.46282	2.511
5.64	-1.43771	2.74505
5.65	-1.41026	2.97508
5.66	-1.38051	3.20072
5.67	-1.34851	3.42161
5.68	-1.31429	3.63737
5.69	-1.27792	3.84765
5.7	-1.23944	4.05212
5.71	-1.19892	4.25043
5.72	-1.15641	4.44226
5.73	-1.11199	4.62728
5.74	-1.06572	4.8052
5.75	-1.01767	4.97572
5.76	-0.96791	5.13855
5.77	-0.916524	5.29341
5.78	-0.86359	5.44005
5.79	-0.80919	5.57823
5.8	-0.753407	5.7077
5.81	-0.69633	5.82824
5.82	-0.638048	5.93966
5.83	-0.578651	6.04175
5.84	-0.518234	6.13433
5.85	-0.456891	6.21725
5.86	-0.394718	6.29035
5.87	-0.331815	6.3535
5.88	-0.26828	6.40659
5.89	-0.204214	6.44952
5.9	-0.139718	6.48219
5.91	-0.0748965	6.50455
5.92	-0.00985106	6.51653
5.93	0.0553143	6.51811
5.94	0.120495	6.50926
5.95	0.185588	6.48998
5.96	0.250488	6.46028
5.97	0.315091	6.42021
5.98	0.379293	6.36979
5.99	0.442991	6.30911
6	0.506082	6.23823
6.01	0.568464	6.15725
6.02	0.630036	6.0663
6.03	0.690699	5.96549
6.04	0.750354	5.85498
6.05	0.808904	5.73492
6.06	0.866253	5.6055
6.07	0.922308	5.4669
6.08	0.976977	5.31933
6.09	1.03017	5.16301
6.1	1.0818	4.99819
6.11	1.13178	4.8251
6.12	1.18003	4.64401
6.13	1.22647	4.45521
6.14	1.27103	4.25897
6.15	1.31362	4.05561
6.16	1.35417	3.84543
6.17	1.39263	3.62876
6.18	1.42891	3.40594
6.19	1.46297	3.17732
6.2	1.49475	2.94324
6.21	1.52418	2.70408
6.22	1.55122	2.46021
6.23	1.57582	2.21202
6.24	1.59794	1.95989
6.25	1.61754	1.70421
6.26	1.63458	1.44541
6.27	1.64904	1.18388
6.28	1.66088	0.920029
6.29	1.67008	0.654289
6.3	1.67662	0.387077
6.31	1.68049	0.118818
6.32	1.68168	-0.15006
6.33	1.68018	-0.419129
6.34	1.67599	-0.687957
6.35	1.66911	-0.956115
6.36	1.65955	-1.22317
6.37	1.64731	-1.4887
6.38	1.63243	-1.75227
6.39	1.6149	-2.01346
6.4	1.59477	-2.27184
6.41	1.57205	-2.527
6.42	1.54678	-2.77853
6.43	1.519	-3.02602
6.44	1.48874	-3.26906
6.45	1.45604	-3.50725
6.46	1.42097	-3.74022
6.47	1.38357	-3.96758
6.48	1.34389	-4.18895
6.49	1.302	-4.40397
6.5	1.25796	-4.61229
6.51	1.21184	-4.81357
6.52	1.16371	-5.00746
6.53	1.11363	-5.19365
6.54	1.0617	-5.37184
6.55	1.00798	-5.54171
6.56	0.95256	-5.70298
6.57	0.89553	-5.85539
6.58	0.836976	-5.99868
6.59	0.776989	-6.13259
6.6	0.715663	-6.25691
6.61	0.653094	-6.37142
6.62	0.58938	-6.47591
6.63	0.524621	-6.57021
6.64	0.458919	-6.65415
6.65	0.392377	-6.72758
6.66	0.325101	-6.79036
6.67	0.257198	-6.84238
6.68	0.188774	-6.88353
6.69	0.119939	-6.91373
6.7	0.0508013	-6.93292
6.71	-0.0185279	-6.94105
6.72	-0.0879384	-6.93809
6.73	-0.157319	-6.92402
6.74	-0.226559	-6.89884
6.75	-0.295548	-6.8626
6.76	-0.364174	-6.81531
6.77	-0.432327	-6.75704
6.78	-0.499897	-6.68787
6.79	-0.566776	-6.60788
6.8	-0.632855	-6.5172
6.81	-0.698027	-6.41594
6.82	-0.762186	-6.30426
6.83	-0.825229	-6.18231
6.84	-0.887052	-6.05027
6.85	-0.947555	-5.90834
6.86	-1.00664	-5.75674
6.87	-1.06421	-5.59567
6.88	-1.12016	-5.4254
6.89	-1.17442	-5.24617
6.9	-1.22688	-5.05827
6.91	-1.27746	-4.86197
6.92	-1.32608	-4.65757
6.93	-1.37266	-4.4454
6.94	-1.41711	-4.22578
6.95	-1.45937	-3.99904
6.96	-1.49936	-3.76554
6.97	-1.53701	-3.52564
6.98	-1.57227	-3.27972
6.99	-1.60507	-3.02816
7	-1.63535	-2.77135
7.01	-1.66306	-2.50969
7.02	-1.68816	-2.2436
7.03	-1.7106	-1.97349
7.04	-1.73033	-1.6998
7.05	-1.74733	-1.42295
7.06	-1.76156	-1.14337
7.07	-1.77299	-0.861525
7.08	-1.78161	-0.577846
7.09	-1.78738	-0.292789
7.1	-1.79031	-0.00680774
7.11	-1.79038	0.279642
7.12	-1.78758	0.566103
7.13	-1.78192	0.852117
7.14	-1.7734	1.13722
7.15	-1.76203	1.42097
7.16	-1.74782	1.70289
7.17	-1.73079	1.98254
7.18	-1.71097	2.25947
7.19	-1.68837	2.53323
7.2	-1.66304	2.80337
7.21	-1.63501	3.06945
7.22	-1.60431	3.33105
7.23	-1.571	3.58774
7.24	-1.53512	3.8391
7.25	-1.49673	4.08472
7.26	-1.45588	4.3242
7.27	-1.41264	4.55714
7.28	-1.36707	4.78316
7.29	-1.31924	5.00189
7.3	-1.26922	5.21297
7.31	-1.21709	5.41605
7.32	-1.16293	5.61078
7.33	-1.10682	5.79685
7.34	-1.04885	5.97394
7.35	-0.989115	6.14176
7.36	-0.927697	6.30002
7.37	-0.864697	6.44845
7.38	-0.800212	6.5868
7.39	-0.734344	6.71484
7.4	-0.667196	6.83233
7.41	-0.598873	6.93908
7.42	-0.529482	7.0349
7.43	-0.459133	7.11962
7.44	-0.387937	7.19308
7.45	-0.316006	7.25515
7.46	-0.243454	7.30571
7.47	-0.170397	7.34466
7.48	-0.0969506	7.37193
7.49	-0.0232313	7.38744
7.5	0.0506431	7.39116
7.51	0.124555	7.38305
7.52	0.198385	7.36312
7.53	0.272016	7.33138
7.54	0.34533	7.28786
7.55	0.418209	7.23261
7.56	0.490535	7.16569
7.57	0.562192	7.08721
7.58	0.633064	6.99726
7.59	0.703036	6.89597
7.6	0.771996	6.78348
7.61	0.839831	6.65996
7.62	0.906431	6.52559
7.63	0.971686	6.38056
7.64	1.03549	6.22509
7.65	1.09774	6.05941
7.66	1.15834	5.88377
7.67	1.21717	5.69844
7.68	1.27416	5.50369
7.69	1.3292	5.29983
7.7	1.38219	5.08715
7.71	1.43307	4.866
7.72	1.48173	4.63671
7.73	1.52809	4.39964
7.74	1.57209	4.15514
7.75	1.61364	3.90361
7.76	1.65268	3.64542
7.77	1.68913	3.381
7.78	1.72294	3.11074
7.79	1.75405	2.83506
7.8	1.7824	2.55442
7.81	1.80794	2.26923
7.82	1.83064	1.97996
7.83	1.85044	1.68706
7.84	1.86731	1.39099
7.85	1.88122	1.09222
7.86	1.89214	0.791227
7.87	1.90005	0.488485
7.88	1.90494	0.184477
7.89	1.90678	-0.120312
7.9	1.90558	-0.425397
7.91	1.90132	-0.73029
7.92	1.89402	-1.0345
7.93	1.88367	-1.33754
7.94	1.8703	-1.63893
7.95	1.85391	-1.93818
7.96	1.83453	-2.23481
7.97	1.81218	-2.52833
7.98	1.7869	-2.81828
7.99	1.75871	-3.10418
8	1.72767	-3.38558
8.01	1.69382	-3.662
8.02	1.6572	-3.93302
8.03	1.61787	-4.19817
8.04	1.57588	-4.45703
8.05	1.53131	-4.70917
8.06	1.48422	-4.95418
8.07	1.43468	-5.19165
8.08	1.38276	-5.4212
8.09	1.32855	-5.64244
8.1	1.27213	-5.85501
8.11	1.21358	-6.05855
8.12	1.15299	-6.25273
8.13	1.09047	-6.4372
8.14	1.02609	-6.61168
8.15	0.959976	-6.77585
8.16	0.892218	-6.92945
8.17	0.822923	-7.0722
8.18	0.752201	-7.20387
8.19	0.680162	-7.32422
8.2	0.60692	-7.43305
8.21	0.53259	-7.53016
8.22	0.457288	-7.61537
8.23	0.381134	-7.68854
8.24	0.304249	-7.74952
8.25	0.226754	-7.7982
8.26	0.148772	-7.83448
8.27	0.0704271	-7.85828
8.28	-0.00815578	-7.86955
8.29	-0.0868513	-7.86825
8.3	-0.165534	-7.85435
8.31	-0.244077	-7.82787
8.32	-0.322356	-7.78881
8.33	-0.400244	-7.73724
8.34	-0.477616	-7.6732
8.35	-0.554348	-7.59678
8.36	-0.630316	-7.50808
8.37	-0.705397	-7.40723
8.38	-0.779469	-7.29437
8.39	-0.852413	-7.16965
8.4	-0.92411	-7.03327
8.41	-0.994442	-6.88541
8.42	-1.0633	-6.7263
8.43	-1.13056	-6.55617
8.44	-1.19612	-6.37528
8.45	-1.25987	-6.1839
8.46	-1.32171	-5.98232
8.47	-1.38154	-5.77085
8.48	-1.43924	-5.5498
8.49	-1.49474	-5.31952
8.5	-1.54794	-5.08037
8.51	-1.59874	-4.8327
8.52	-1.64707	-4.5769
8.53	-1.69284	-4.31337
8.54	-1.73597	-4.04251
8.55	-1.7764	-3.76476
8.56	-1.81404	-3.48053
8.57	-1.84885	-3.19029
8.58	-1.88075	-2.89447
8.59	-1.9097	-2.59355
8.6	-1.93563	-2.288
8.61	-1.95851	-1.9783
8.62	-1.9783	-1.66494
8.63	-1.99494	-1.34841
8.64	-2.00843	-1.02922
8.65	-2.01872	-0.707868
8.66	-2.0258	-0.384873
8.67	-2.02965	-0.060745
8.68	-2.03026	0.263999
8.69	-2.02762	0.58884
8.7	-2.02173	0.913258
8.71	-2.01259	1.23673
8.72	-2.00023	1.55875
8.73	-1.98464	1.87879
8.74	-1.96585	2.19633
8.75	-1.94389	2.51086
8.76	-1.91878	2.82189
8.77	-1.89056	3.12889
8.78	-1.85927	3.43138
8.79	-1.82496	3.72886
8.8	-1.78767	4.02086
8.81	-1.74746	4.30689
8.82	-1.70439	4.58648
8.83	-1.65853	4.85918
8.84	-1.60994	5.12455
8.85	-1.55869	5.38214
8.86	-1.50487	5.63153
8.87	-1.44855	5.87231
8.88	-1.38983	6.10407
8.89	-1.32879	6.32645
8.9	-1.26553	6.53905
8.91	-1.20013	6.74154
8.92	-1.13272	6.93356
8.93	-1.06338	7.11479
8.94	-0.992236	7.28494
8.95	-0.919387	7.44369
8.96	-0.84495	7.5908
8.97	-0.769042	7.72599
8.98	-0.691782	7.84903
8.99	-0.613291	7.95972
9	-0.533694	8.05785
9.01	-0.453116	8.14324
9.02	-0.371683	8.21573
9.03	-0.289526	8.2752
9.04	-0.206774	8.32153
9.05	-0.123559	8.35461
9.06	-0.0400126	8.37438
9.07	0.0437312	8.38078
9.08	0.127539	8.37379
9.09	0.211277	8.35338
9.1	0.294811	8.31958
9.11	0.378006	8.27241
9.12	0.460731	8.21193
9.13	0.54285	8.13821
9.14	0.624232	8.05135
9.15	0.704745	7.95148
9.16	0.78426	7.83872
9.17	0.862647	7.71323
9.18	0.93978	7.57521
9.19	1.01553	7.42485
9.2	1.08978	7.26236
9.21	1.1624	7.088
9.22	1.23328	6.90201
9.23	1.3023	6.70469
9.24	1.36935	6.49632
9.25	1.43431	6.27722
9.26	1.49709	6.04773
9.27	1.55756	5.8082
9.28	1.61565	5.55899
9.29	1.67124	5.30048
